portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation
1.09,6.57,13.66,25.13,1.69,1.17,4.08,24.07,5.24,110906,0.0,17.3
0.0,6.22,32.44,19.36,0.0,2.39,0.0,10.99,4.03,221435,0.0,24.56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26153,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154871,0.0,0.0
3.5,17.64,10.97,19.04,4.33,5.72,7.67,12.49,3.68,83213,3.21,11.75
2.45,15.89,11.47,22.58,5.16,4.69,6.61,12.64,2.16,238634,2.15,14.19
0.0,11.0,7.68,70.72,0.0,0.0,0.0,2.16,0.0,139184,0.0,8.44
4.28,13.09,8.76,18.05,4.58,9.19,9.19,15.71,3.04,205226,4.18,9.94
2.92,16.69,12.69,17.39,4.64,4.88,9.25,12.5,4.77,230039,2.87,11.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111887,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.74,0.0,1.51,76.17,119060,0.0,20.58
2.14,16.19,11.39,17.45,4.73,5.21,7.07,10.72,11.15,167300,2.52,11.44
3.48,14.15,7.53,20.16,5.1,9.53,8.45,14.42,2.57,204029,3.73,10.88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197324,0.0,0.0
1.99,15.21,14.11,17.45,6.64,4.6,3.2,15.3,9.96,48851,3.04,8.51
0.45,21.6,17.9,15.52,5.24,6.31,5.08,12.05,2.07,137501,0.09,13.69
0.0,22.77,13.27,15.97,0.59,4.81,12.37,17.2,0.0,124631,0.0,13.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216962,0.0,0.0
4.9,26.16,9.04,11.36,1.19,15.17,8.6,17.08,0.0,239561,0.4,6.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106496,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76049,0.0,0.0
6.52,11.05,11.01,8.08,3.1,9.08,10.82,11.16,0.0,108233,12.91,16.26
4.73,26.15,11.67,15.78,0.0,9.46,6.33,16.11,0.0,224333,2.76,7.0
2.63,10.53,11.75,14.87,5.2,15.6,3.64,5.59,16.59,120743,3.29,10.3
0.51,14.97,16.31,21.32,3.16,2.99,4.79,20.86,2.44,158831,0.62,12.03
1.52,6.03,10.08,2.78,0.0,0.61,27.47,9.9,1.83,59066,25.45,14.31
0.0,18.99,28.16,9.71,2.74,9.49,6.95,8.39,4.38,117809,2.31,8.89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44684,0.0,0.0
10.25,16.45,8.51,7.41,2.93,9.35,11.91,10.01,3.22,75509,15.93,4.02
4.77,15.29,5.13,14.98,4.07,3.04,19.07,18.15,3.51,165626,0.08,11.89
5.35,28.28,4.39,12.46,2.75,12.17,4.8,16.19,0.0,152036,2.96,10.65
0.0,16.97,13.83,21.05,5.03,2.8,1.48,14.62,6.88,138203,3.2,14.14
3.63,18.61,10.06,14.92,3.68,6.08,9.5,10.53,5.9,190628,4.29,12.82
11.38,1.02,23.27,11.34,0.24,37.85,0.0,0.0,3.55,149264,4.55,6.8
5.62,21.56,7.31,11.21,2.58,9.61,9.43,14.81,6.01,49085,7.07,4.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89423,0.0,0.0
0.0,17.28,20.82,14.78,7.64,3.66,5.04,11.19,4.48,146429,2.97,12.14
11.38,1.02,23.27,11.34,0.24,37.85,0.0,0.0,3.55,155627,4.55,6.8
1.21,11.48,15.33,15.03,11.74,6.48,6.01,6.01,4.92,146222,2.98,18.8
10.85,12.54,12.74,12.23,1.77,4.41,12.54,4.28,6.54,156032,5.16,16.94
3.83,16.15,12.57,18.5,3.89,3.34,7.34,17.61,0.0,181745,5.93,10.85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29105,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231326,0.0,0.0
11.05,9.58,9.52,7.24,1.43,13.96,24.04,6.15,0.0,117350,14.32,2.72
1.05,25.78,10.44,9.74,5.08,5.02,3.86,5.72,13.7,105938,5.92,13.68
1.08,6.56,13.68,25.14,1.65,1.15,4.17,24.09,5.26,119195,0.0,17.22
1.14,11.04,12.21,16.32,2.08,2.31,6.82,20.25,6.27,41813,4.07,17.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89153,0.0,0.0
1.56,20.77,14.65,19.67,5.57,4.44,6.18,12.08,2.13,174536,1.29,11.66
0.53,22.28,6.64,9.63,2.89,7.22,5.75,6.99,11.3,120023,9.05,17.71
2.02,13.21,8.19,28.65,1.91,4.38,6.14,17.45,3.54,30599,1.11,13.39
2.96,17.95,16.21,2.37,10.2,6.55,10.05,12.78,3.51,224414,3.12,14.28
2.56,13.23,13.73,15.13,2.55,6.32,9.35,15.34,5.17,190133,8.52,8.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99269,0.0,0.0
0.0,25.89,18.71,20.01,0.0,3.77,6.05,11.72,4.03,29888,0.0,9.83
2.59,14.94,12.17,13.07,8.99,5.51,10.06,10.4,4.63,102023,4.16,13.49
3.72,19.56,12.24,17.06,5.09,5.87,6.01,10.28,3.84,199124,3.79,12.55
4.51,12.32,11.68,19.78,3.66,1.27,8.06,16.23,4.29,107999,2.25,15.95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210698,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66374,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187136,0.0,0.0
4.32,29.11,8.36,17.1,0.0,7.3,0.0,3.9,9.12,176471,0.0,20.79
6.2,8.95,33.88,21.24,7.49,0.65,0.0,10.05,4.44,40247,0.0,7.08
4.26,22.4,10.52,13.27,4.53,11.04,6.65,14.59,1.59,106433,4.64,6.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150803,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119942,0.0,0.0
3.38,15.0,4.53,16.97,0.56,3.75,18.11,20.14,6.72,160640,0.07,10.77
4.71,29.09,7.36,14.97,9.36,13.44,4.18,1.61,7.35,98486,2.01,5.91
11.24,0.0,21.4,1.67,0.0,23.95,0.0,0.0,5.5,100763,34.57,1.67
0.0,0.0,0.0,0.0,82.64,0.0,0.0,0.0,0.0,130706,0.0,17.36
3.01,16.93,11.48,18.77,4.19,5.52,7.51,11.12,6.59,191726,3.01,11.87
3.06,16.8,10.77,16.16,4.6,6.96,8.47,12.36,3.71,134468,4.02,13.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33542,0.0,0.0
5.71,22.56,5.27,25.05,10.3,8.47,3.95,2.11,3.28,153062,2.79,10.49
0.01,21.52,12.0,15.89,9.41,1.48,6.29,8.34,4.81,236024,0.03,20.23
0.0,15.63,19.79,17.36,5.82,2.96,1.6,11.3,7.23,163412,5.67,12.63
3.63,13.35,8.93,19.87,4.69,8.78,8.47,15.64,2.21,207467,3.34,11.09
6.25,21.91,6.7,9.61,4.13,9.01,8.83,15.31,4.88,121571,7.02,6.35
0.49,23.34,14.94,10.36,2.38,7.63,8.32,8.92,3.0,28934,10.01,10.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215477,0.0,0.0
1.98,8.42,24.12,25.43,4.86,1.0,3.46,21.02,0.58,91295,1.09,8.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103490,0.0,0.0
3.12,16.33,11.4,19.24,3.78,5.03,7.26,13.96,4.29,40562,3.26,12.32
1.52,15.96,12.02,15.07,5.39,3.86,4.19,15.14,8.55,97865,2.22,16.08
0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,99.22,200339,0.0,0.0
3.47,18.09,9.52,20.81,3.98,7.48,7.25,12.86,3.15,120698,2.55,10.83
9.52,0.0,0.0,0.0,1.1,14.78,74.6,0.0,0.0,253484,0.0,0.0
2.23,14.4,9.38,7.98,9.2,9.12,9.66,16.8,4.62,37250,8.0,8.6
0.69,10.84,14.07,15.0,11.58,2.77,8.5,8.36,6.55,81926,3.92,17.72
1.2,17.23,12.1,25.97,1.59,4.21,8.49,12.89,0.05,73943,0.31,15.96
0.0,26.69,20.95,5.77,1.32,8.55,10.97,8.86,1.65,30059,0.0,15.24
0.0,13.29,15.52,27.6,3.64,4.14,2.3,18.89,5.83,206225,0.0,8.79
4.29,20.23,9.38,13.71,6.49,9.04,10.96,6.91,3.33,118619,4.62,11.05
1.15,8.69,19.87,10.93,11.81,0.18,7.25,8.16,13.09,123209,2.68,16.18
0.73,14.58,12.31,32.27,1.24,1.35,6.1,12.56,0.48,29114,0.0,18.37
,,,,,,,,,102284,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171539,0.0,0.0
3.63,16.98,10.62,17.26,4.5,5.39,8.29,12.56,5.54,119843,3.59,11.63
2.05,14.42,16.67,15.94,3.63,3.55,6.48,9.26,12.36,112112,1.31,14.33
3.01,16.86,11.44,18.69,4.16,5.5,7.51,11.1,6.89,188441,2.99,11.84
1.97,6.49,4.91,7.93,1.32,31.37,4.14,7.13,26.78,183788,4.1,3.85
2.4,24.01,6.93,13.32,10.81,9.35,5.51,14.66,1.44,178019,3.29,8.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90683,0.0,0.0
8.17,18.41,9.05,18.94,1.36,7.33,14.74,13.3,0.0,84356,2.49,6.21
3.47,18.09,9.52,20.81,3.98,7.48,7.25,12.86,3.15,57284,2.55,10.83
0.0,0.0,0.0,0.0,82.64,0.0,0.0,0.0,0.0,125981,0.0,17.36
7.29,27.21,6.22,7.63,2.08,10.63,14.62,14.66,1.79,211670,5.21,2.66
0.0,6.71,8.47,30.06,0.0,0.0,6.41,17.22,4.33,108080,0.0,26.81
0.0,11.04,21.99,22.73,6.75,0.0,6.99,12.81,2.66,97271,1.47,13.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121589,0.0,0.0
3.41,16.3,9.34,18.3,4.65,8.05,7.36,12.51,5.88,187676,3.04,11.16
0.0,1.15,6.8,36.38,0.0,1.29,7.34,24.27,4.37,107369,0.0,18.4
3.06,17.48,1.6,11.98,11.5,45.91,4.56,0.0,1.01,119762,2.9,0.0
1.6,18.0,19.59,11.67,6.75,4.23,2.74,15.57,5.12,92159,0.03,14.71
3.13,16.24,12.4,20.08,2.41,5.22,7.92,15.16,2.17,196928,2.65,12.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88145,0.0,0.0
2.65,19.84,9.25,11.34,4.06,10.49,11.52,15.78,2.31,233918,4.72,8.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66581,0.0,0.0
0.0,0.0,54.17,0.0,7.88,37.96,0.0,0.0,0.0,193319,0.0,0.0
5.22,21.55,13.26,15.56,1.17,12.38,9.4,16.39,0.51,87389,0.84,3.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210275,0.0,0.0
2.69,14.55,12.57,12.25,10.92,1.69,5.36,5.99,7.82,26747,4.91,21.24
2.24,8.86,8.76,23.09,2.2,3.74,3.22,41.34,0.0,101510,0.0,6.55
5.08,31.24,12.82,18.42,0.0,6.43,1.38,6.92,0.0,170459,0.0,17.7
1.62,25.44,12.18,13.7,1.88,10.54,8.06,15.79,0.0,129167,0.0,10.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39824,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231902,0.0,0.0
3.29,11.98,11.32,16.11,3.74,5.4,7.68,12.24,12.74,184607,3.24,12.27
1.88,9.25,12.0,33.98,1.63,0.11,5.09,19.55,0.19,191375,0.51,15.81
3.49,15.96,10.52,22.32,2.49,5.39,7.56,14.74,2.43,214460,3.25,11.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65339,0.0,0.0
10.48,25.1,8.34,8.19,9.66,9.42,3.1,7.51,0.26,89279,3.05,14.91
3.48,17.45,11.34,17.77,4.08,5.84,7.19,11.64,5.53,123722,2.73,12.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91529,0.0,0.0
4.16,18.65,11.45,16.18,4.32,7.27,7.12,13.61,2.51,108350,4.44,10.28
4.33,31.09,12.22,14.28,0.0,13.16,4.1,6.12,0.0,115046,2.64,12.06
0.01,19.93,20.5,10.89,12.56,4.38,9.07,2.11,4.04,76274,2.73,13.79
4.33,14.65,19.99,18.98,13.02,5.18,3.62,2.15,4.96,232406,0.0,13.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179513,0.0,0.0
0.41,14.7,14.03,22.11,2.11,3.96,2.66,11.23,6.28,132812,4.28,18.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192608,0.0,0.0
0.0,23.95,18.74,9.96,16.41,2.93,6.12,1.29,8.36,95228,4.83,7.4
3.0,15.55,11.47,15.37,4.46,4.87,7.82,12.12,10.51,137204,3.3,11.53
2.64,14.58,11.53,21.24,4.28,4.01,7.45,12.54,3.92,76904,2.62,15.18
2.98,18.16,10.25,18.83,4.67,4.85,8.15,13.8,3.09,181421,3.53,11.69
0.0,12.26,19.54,32.06,0.0,0.13,0.0,18.23,5.42,127817,0.0,12.36
2.54,17.92,10.17,19.25,4.26,4.31,7.46,14.73,2.7,181403,4.26,12.38
0.0,29.27,12.55,7.42,5.09,15.27,5.59,5.08,2.94,79514,0.0,16.78
3.34,17.27,11.92,18.2,4.88,5.72,7.43,11.72,4.42,224018,3.11,12.0
1.54,15.8,16.87,16.48,7.18,3.88,3.59,10.15,9.0,198854,2.13,13.38
5.21,21.72,13.21,15.48,1.14,12.5,9.4,16.3,0.5,87479,0.84,3.71
4.27,14.85,6.61,20.29,2.47,6.11,7.77,11.63,8.83,54404,7.03,10.15
0.86,14.91,13.02,20.87,3.08,2.13,4.32,20.91,4.3,215387,2.41,13.19
0.6,12.53,8.47,36.02,0.0,0.0,3.89,14.21,0.96,130103,0.0,23.32
2.34,18.21,10.38,18.02,5.05,6.46,7.57,13.47,3.36,135152,2.4,12.72
0.0,0.0,9.28,0.0,12.51,72.45,0.0,0.0,0.0,116459,0.0,5.76
3.76,28.43,1.44,29.28,4.19,12.63,7.64,0.25,0.6,110600,0.61,11.16
2.92,13.84,10.19,23.92,2.71,4.55,8.13,15.78,3.25,119924,4.13,10.57
5.09,23.71,10.57,7.62,7.17,7.58,11.62,9.29,2.86,208754,3.85,10.66
4.47,14.75,9.89,17.27,4.38,8.84,8.61,15.95,2.53,239687,4.55,8.76
0.0,17.97,8.8,8.53,14.9,5.18,5.39,14.04,6.83,200879,5.14,13.22
9.38,24.08,5.26,7.99,2.21,15.64,8.75,15.54,1.0,47186,7.18,2.97
0.05,17.36,18.68,11.98,3.72,4.25,7.02,13.54,6.65,161189,0.14,16.61
3.42,14.37,8.65,26.21,2.41,5.08,7.06,15.73,2.19,78263,3.03,11.84
0.0,26.5,12.02,12.79,6.73,0.0,15.46,13.11,1.96,124244,0.0,11.43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32948,0.0,0.0
7.95,15.11,6.17,0.87,8.3,9.66,11.17,16.58,6.39,172970,13.62,4.18
1.04,12.34,12.02,13.56,6.03,13.93,3.48,9.45,5.16,178424,5.83,17.16
0.0,16.48,2.27,31.82,3.55,0.0,9.01,21.74,0.0,193463,1.79,13.34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73385,0.0,0.0
0.0,0.0,13.06,0.0,0.0,0.0,0.0,13.61,0.0,130193,73.33,0.0
0.52,20.26,10.54,13.41,6.53,5.07,5.01,5.95,17.98,101582,6.05,8.67
4.44,17.77,13.02,21.91,0.45,4.88,3.7,16.33,0.53,39617,3.76,13.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127988,0.0,0.0
3.99,16.57,9.41,26.16,1.8,5.44,7.08,15.88,0.0,98684,2.72,10.94
4.19,11.13,6.59,26.26,5.52,12.06,12.51,10.77,0.35,68066,0.4,10.21
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186524,0.0,0.0
0.0,16.85,15.82,22.14,4.41,1.18,14.14,7.2,3.58,78623,2.65,12.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90917,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138086,0.0,0.0
0.0,5.67,1.43,13.81,4.45,0.0,15.2,14.77,0.0,183941,0.0,44.67
4.12,15.11,10.12,23.94,2.44,4.99,8.05,13.99,3.09,162440,3.25,10.91
2.17,22.41,10.25,19.11,4.86,6.78,6.48,11.08,2.66,85922,1.99,12.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197216,0.0,0.0
0.62,10.19,6.43,9.38,5.37,2.61,4.12,4.32,41.64,191303,1.33,13.99
3.73,17.41,11.14,17.43,4.57,6.07,8.95,12.54,3.08,50444,3.37,11.7
3.56,15.39,10.22,22.94,2.46,5.43,7.79,14.5,2.51,172205,3.34,11.87
0.77,11.48,7.92,36.96,0.0,0.0,3.99,14.26,1.0,190241,0.0,23.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116171,0.0,0.0
3.19,30.97,7.91,4.86,6.39,11.31,6.02,10.84,5.13,139715,3.02,10.34
32.16,1.42,53.55,0.0,0.0,0.0,0.0,0.0,6.43,213785,0.0,6.44
0.0,0.0,0.0,0.0,0.61,0.59,0.0,0.0,0.0,241469,98.8,0.0
0.0,85.55,7.36,2.85,0.0,0.0,0.0,0.0,4.25,218735,0.0,0.0
0.0,16.68,0.0,0.0,0.0,75.93,0.0,0.0,0.0,184760,1.11,6.29
5.74,21.3,12.26,11.16,9.14,6.12,9.79,6.76,5.09,108791,3.51,9.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120131,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163853,0.0,0.0
2.03,8.45,9.14,28.25,5.75,0.0,4.23,24.74,0.0,198170,0.0,17.41
2.08,26.22,4.85,15.34,5.97,11.08,6.7,20.96,0.0,121598,0.0,6.8
4.39,16.11,8.89,25.01,3.0,5.13,7.61,14.91,1.73,172286,3.59,9.64
3.13,13.38,8.46,21.35,4.97,7.28,8.08,13.66,3.88,63035,3.78,12.05
3.66,14.94,5.49,23.12,1.16,5.86,8.12,15.41,5.25,73970,5.81,11.17
9.96,12.63,6.9,14.45,0.64,3.2,14.55,13.95,7.53,148130,9.15,7.03
0.0,16.03,15.03,15.82,5.13,3.96,1.62,16.0,7.5,38942,3.75,15.15
0.0,16.65,12.45,8.81,8.78,5.74,6.11,6.71,13.36,89027,9.14,12.24
3.06,16.8,10.77,16.16,4.6,6.96,8.47,12.36,3.71,136880,4.02,13.09
0.0,63.87,4.63,26.34,2.94,0.0,2.22,0.0,0.0,168893,0.0,0.0
0.0,93.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,58319,0.0,0.0
0.54,7.67,0.96,56.23,0.0,0.65,0.0,13.54,5.92,46079,0.0,14.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179441,0.0,0.0
4.79,30.8,10.94,10.92,5.53,10.88,7.56,6.89,2.2,101402,1.63,7.88
3.9,5.05,14.7,23.69,1.28,0.01,5.12,17.68,0.78,185624,0.0,27.79
3.29,17.59,18.87,15.68,3.71,1.17,10.3,13.44,0.0,49490,0.0,15.95
0.0,0.0,98.62,0.0,0.0,1.38,0.0,0.0,0.0,35477,0.0,0.0
4.58,16.73,11.37,16.85,5.22,5.3,7.91,13.55,3.72,31904,3.91,10.86
5.06,8.41,2.92,45.93,2.06,1.18,3.42,13.07,0.89,78578,0.23,16.83
3.15,17.62,12.3,18.68,4.47,5.63,6.59,11.5,5.19,199313,3.28,11.59
3.15,17.62,12.3,18.68,4.47,5.63,6.59,11.5,5.19,199295,3.28,11.59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151667,0.0,0.0
0.0,28.2,10.44,15.44,10.66,5.98,7.47,7.7,0.0,127727,0.0,14.09
3.95,18.41,8.6,16.51,4.75,8.67,9.15,10.84,3.38,251891,5.43,10.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183617,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230282,0.0,0.0
2.12,24.22,13.49,9.04,7.38,7.72,15.17,11.95,0.0,61361,0.0,8.91
0.0,31.45,12.74,3.84,0.0,4.33,3.94,3.77,0.0,40580,12.1,27.84
8.89,5.66,11.9,24.91,0.0,0.0,7.44,13.97,8.03,110447,9.93,9.26
2.21,26.46,8.14,7.86,1.7,10.26,6.09,18.31,5.25,97946,7.47,6.24
0.0,18.97,15.12,10.57,8.69,7.18,3.37,3.59,4.21,210338,6.11,22.19
0.8,3.11,20.52,10.12,16.53,6.42,6.47,9.85,3.82,157508,0.68,21.68
9.51,17.32,13.66,1.08,2.07,0.94,16.76,11.99,9.05,45818,8.07,9.55
3.69,19.8,10.33,15.81,4.5,5.85,6.82,11.15,7.55,182744,3.32,11.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113066,0.0,0.0
3.54,17.4,10.25,20.3,4.22,6.13,7.8,12.16,3.3,102707,3.18,11.72
0.26,20.56,13.31,18.98,7.52,0.45,5.78,17.25,2.1,246716,0.0,13.8
,,,,,,,,,177974,,
3.69,19.4,11.3,11.24,7.38,9.0,10.12,9.22,3.24,156023,3.67,11.76
3.86,16.17,17.63,14.66,4.77,2.62,3.37,12.42,8.31,213200,3.43,12.76
1.37,8.95,16.16,29.54,2.75,3.37,5.1,17.6,2.01,243764,0.0,13.14
3.57,18.81,12.35,17.91,4.96,5.8,6.31,10.77,3.5,199259,3.64,12.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182123,0.0,0.0
1.36,22.37,9.16,3.26,9.12,8.07,5.58,3.48,14.16,193436,6.28,17.16
2.57,17.86,11.78,18.57,4.72,6.21,6.8,12.15,4.35,142721,3.15,11.86
2.38,55.1,5.4,0.0,4.3,2.74,10.23,3.25,1.99,195875,0.0,14.61
12.18,26.45,11.28,11.57,4.6,9.49,3.29,16.23,0.0,144053,1.81,3.08
0.99,17.48,16.0,16.86,3.7,4.74,16.97,9.37,0.92,189584,1.28,11.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38717,0.0,0.0
0.0,13.03,15.93,25.01,5.54,0.0,5.18,13.92,0.0,55763,3.27,18.11
5.74,13.16,7.59,13.09,4.65,10.12,10.86,14.77,5.66,168794,6.57,7.79
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,147716,0.0,0.0
6.69,2.17,18.71,12.46,2.4,3.96,10.88,20.45,0.0,106775,0.0,22.29
3.98,13.79,8.91,18.98,4.5,9.44,8.63,15.58,1.74,62072,3.81,10.64
3.3,17.92,11.67,16.69,5.04,6.07,8.09,12.51,4.15,135071,3.16,11.41
0.47,18.48,22.45,19.21,4.03,0.64,1.51,10.67,1.5,223865,1.38,19.65
4.06,20.82,11.38,11.56,8.23,7.35,10.1,8.46,3.52,243494,3.38,11.14
3.64,18.7,10.27,19.46,3.35,5.8,8.92,10.88,4.56,41381,2.36,12.05
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124856,0.0,0.0
5.58,13.21,7.65,13.16,4.97,10.05,10.6,14.5,5.86,85769,6.38,8.04
3.13,16.53,11.03,17.97,3.91,4.52,10.52,12.29,3.79,50039,3.97,12.34
3.4,16.63,11.09,18.82,4.44,5.62,7.86,12.05,5.2,229166,3.15,11.73
3.33,15.22,10.72,22.51,2.83,5.1,7.0,14.0,3.9,226898,3.19,12.19
0.0,28.93,13.1,4.27,0.0,4.97,8.22,6.33,23.17,108413,7.15,3.86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196505,0.0,0.0
2.51,18.57,10.49,16.23,4.37,5.27,6.81,11.35,8.59,137222,2.91,12.9
5.07,15.2,9.63,23.29,1.78,6.02,7.9,15.55,4.39,33011,1.32,9.84
1.36,4.09,2.81,6.05,1.6,71.65,2.68,4.37,0.51,48617,1.43,3.46
1.01,8.56,13.01,36.37,1.5,0.9,5.78,13.59,1.55,93554,0.0,17.74
2.6,18.4,9.53,24.38,3.4,5.25,5.85,14.14,1.0,206261,2.5,12.93
2.9,19.42,6.26,32.59,0.29,0.17,4.75,14.09,1.35,247967,0.0,18.18
0.0,18.85,9.96,16.76,7.55,6.03,15.66,9.51,0.0,171566,0.0,15.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141380,0.0,0.0
2.56,19.31,7.61,30.98,8.12,6.1,3.39,3.91,3.14,231452,0.0,14.89
4.65,15.01,11.78,21.1,1.77,5.69,4.95,15.89,1.91,137402,3.11,14.15
6.77,23.41,5.44,11.75,2.76,9.17,8.46,15.16,4.77,140768,6.46,5.83
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,145430,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226763,0.0,0.0
0.0,16.47,12.64,16.47,3.93,4.59,14.05,10.94,0.0,216512,0.0,20.91
4.71,20.72,16.28,20.03,4.62,6.52,6.98,0.0,0.54,65033,2.33,17.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119330,0.0,0.0
5.9,23.25,6.28,15.28,3.0,10.48,5.44,15.32,3.31,242009,4.86,6.86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119312,0.0,0.0
3.33,16.81,11.14,9.48,9.67,10.37,10.89,8.82,1.47,33389,2.31,15.72
8.15,11.84,17.12,22.9,10.15,0.0,9.98,6.38,0.86,86714,0.0,12.62
5.32,21.03,8.62,11.86,3.98,10.02,7.67,17.49,3.23,86507,5.25,5.53
3.43,14.28,9.32,36.12,1.68,2.86,4.54,8.42,0.0,228590,0.0,19.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91259,0.0,0.0
0.0,17.44,20.16,15.99,5.76,2.91,1.6,11.4,7.32,179594,5.2,12.23
3.49,17.4,11.02,19.2,4.3,5.42,7.76,12.63,3.73,234143,3.2,11.84
1.6,11.9,14.12,23.04,9.1,0.41,15.23,10.47,0.0,166580,0.0,14.14
3.33,16.81,11.14,9.48,9.67,10.37,10.89,8.82,1.47,27152,2.31,15.72
7.04,11.79,11.09,10.08,9.29,5.2,10.9,8.77,7.99,75878,7.28,10.56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144701,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,155312,0.0,0.0
7.28,12.23,6.56,11.12,2.84,9.95,14.74,13.34,7.6,56699,8.78,5.57
0.0,5.59,8.7,33.58,2.04,0.73,6.29,25.23,0.0,216404,0.0,17.84
2.17,22.36,10.25,19.03,4.83,6.81,6.47,11.18,2.64,80675,2.01,12.25
1.19,20.38,14.08,19.28,5.78,5.17,5.06,11.22,0.0,134198,4.85,13.0
