tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
99359,11.37,-0.68,0.14,0.98,0.11,1.08,1.03,85.34,12.0,0.01,13.01,-0.01,0.01,0.01,0.81,14.18
205640,9.21,2.29,0.13,0.74,0.08,0.85,0.94,68.89,11.94,0.01,9.92,0.01,0.01,0.01,0.67,9.11
78002,6.58,-0.2,0.07,1.04,0.06,0.8,1.27,97.25,7.88,0.01,9.65,-0.01,0.01,0.01,0.96,8.34
223658,5.26,-1.45,0.05,0.84,0.05,0.56,1.04,97.36,6.44,0.01,6.76,-0.01,0.0,0.01,0.88,5.53
94058,7.66,-1.88,0.08,0.6,0.08,0.4,0.45,68.4,5.76,0.01,4.71,-0.03,0.0,0.0,0.55,4.36
247985,12.65,0.69,0.14,1.05,0.11,1.4,1.24,80.52,14.83,0.01,16.94,-0.01,0.01,0.01,0.81,14.18
235925,0.14,-0.48,0.03,0.05,0.0,0.12,0.82,69.04,2.92,0.01,1.4,-0.0,0.0,0.0,0.59,1.65
96830,0.73,-2.47,0.05,0.12,0.03,0.14,0.42,84.27,2.78,0.01,1.6,-0.02,0.0,0.0,0.5,2.79
176804,4.88,3.13,0.04,1.12,0.01,0.48,0.93,63.43,4.04,0.01,5.84,-0.0,0.0,0.0,0.95,2.51
92699,0.24,-0.32,0.03,0.08,0.0,0.12,0.66,65.7,2.42,0.01,1.45,-0.0,0.0,0.0,0.59,1.65
29528,11.79,-0.33,0.13,1.03,0.13,1.16,1.07,89.42,12.18,0.01,13.95,0.01,0.01,0.01,0.84,15.35
133667,5.98,-0.76,0.06,0.96,0.06,0.63,1.06,98.82,6.5,0.01,7.62,-0.01,0.01,0.01,0.97,7.51
167120,6.09,-0.63,0.07,0.96,0.06,0.63,1.04,95.13,6.52,0.01,7.63,-0.01,0.01,0.01,0.89,7.44
165554,5.25,-1.41,0.07,0.82,0.06,0.55,1.01,92.31,6.43,0.01,6.59,-0.01,0.01,0.01,0.89,7.44
225647,7.28,-5.11,0.16,0.63,0.08,0.91,1.23,73.84,15.31,0.01,10.23,-0.05,0.01,0.01,0.68,10.17
33092,6.2,-6.23,0.13,0.57,0.08,0.77,1.18,82.21,13.96,0.01,8.6,-0.04,0.01,0.01,0.81,9.67
108341,,,,,,,,,,,3.56,,,,,9.96
144872,6.26,-8.17,0.13,0.56,0.08,1.2,1.77,66.77,23.31,0.01,12.38,-0.04,0.01,0.01,0.81,9.67
159254,2.06,0.64,0.04,0.58,0.03,0.28,1.02,90.44,3.7,0.01,3.4,0.01,0.0,0.01,0.84,3.85
135719,5.51,-1.69,0.09,0.89,0.06,0.8,1.5,97.33,9.29,0.01,9.54,-0.01,0.01,0.01,0.96,9.92
184076,,,0.08,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,9.13
73349,6.05,-0.51,0.13,0.53,0.08,0.62,0.94,74.28,11.51,0.01,6.98,0.01,0.01,0.01,0.67,9.11
42677,5.43,-1.78,0.09,0.87,0.06,0.79,1.49,94.76,9.39,0.01,9.4,-0.01,0.01,0.01,0.95,9.94
29078,6.6,-6.08,0.16,0.56,0.06,0.91,1.31,67.15,17.11,0.01,9.92,-0.06,0.01,0.0,0.6,8.3
192716,4.01,-8.55,0.13,0.4,0.07,0.56,1.16,86.5,13.36,0.01,5.94,-0.05,0.01,0.01,0.78,8.55
75698,10.32,-1.52,0.11,0.92,0.09,0.89,0.9,92.63,10.08,0.01,10.63,-0.02,0.01,0.01,0.84,10.01
42767,12.49,0.5,0.16,1.01,0.12,1.28,1.13,75.51,13.96,0.01,15.39,-0.0,0.01,0.01,0.7,15.88
191357,15.33,3.78,0.13,1.25,0.13,1.78,1.35,82.14,16.0,0.01,21.99,0.01,0.01,0.01,0.84,15.35
208385,8.23,-3.52,0.13,0.72,0.08,0.83,1.01,81.81,12.04,0.01,9.64,-0.04,0.01,0.01,0.81,9.67
34109,,,0.13,,0.08,,,,,0.01,0.0,-0.04,0.01,0.01,0.81,9.67
96362,3.24,-4.49,0.08,0.51,0.04,0.51,1.4,83.55,9.33,0.01,5.81,-0.03,0.0,0.01,0.69,5.78
199907,1.29,0.48,0.03,0.42,0.01,0.2,0.88,88.58,2.75,0.01,2.42,0.0,0.0,0.0,0.88,2.37
241208,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
236528,6.3,-0.44,0.11,0.61,0.06,0.63,0.95,96.3,10.24,0.01,7.29,-0.01,0.01,0.01,0.9,6.62
31517,12.19,4.19,0.04,0.96,0.3,0.48,0.37,5.5,4.57,0.0,5.81,0.05,0.01,0.01,0.04,6.97
48554,9.53,2.35,0.11,0.84,0.1,0.84,0.91,84.78,10.41,0.01,9.94,0.03,0.01,0.01,0.73,9.96
91223,-0.1,-1.01,0.03,-0.02,0.01,0.1,0.67,89.66,2.45,0.01,1.22,-0.01,0.0,0.0,0.95,1.9
211454,9.71,3.38,0.03,0.99,0.06,0.78,0.92,18.13,9.03,0.0,9.32,0.03,0.0,0.01,0.29,4.58
170567,8.95,-1.76,0.08,0.62,0.08,0.62,0.66,50.08,9.93,0.01,7.17,-0.03,0.0,0.0,0.55,4.36
172241,10.3,-2.03,0.14,0.91,0.11,1.22,1.28,88.9,14.53,0.01,14.42,-0.01,0.01,0.01,0.81,14.18
171818,1.5,0.07,0.03,0.44,0.02,0.22,0.9,97.08,3.16,0.01,2.64,0.0,0.0,0.0,0.9,2.76
172781,5.78,-0.89,0.11,0.56,0.05,0.59,0.95,94.78,10.27,0.01,6.77,-0.02,0.01,0.0,0.85,5.92
135008,6.7,-0.05,0.07,1.07,0.06,0.65,0.98,98.96,6.02,0.01,7.86,-0.01,0.01,0.01,0.96,8.34
97676,6.42,-0.31,0.11,0.62,0.06,0.68,1.01,93.84,11.0,0.01,7.77,-0.01,0.01,0.01,0.9,6.62
105641,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.96,9.92
53756,4.7,1.16,0.01,1.06,0.03,0.22,0.3,45.13,1.3,0.0,2.7,0.0,0.0,0.0,0.6,1.87
124019,13.31,4.81,0.16,1.1,0.17,1.52,1.29,70.73,15.35,0.01,18.43,0.08,0.02,0.01,0.57,21.78
92447,5.94,2.47,0.03,1.0,0.06,0.34,0.48,25.25,2.79,0.0,4.17,0.03,0.0,0.01,0.29,4.58
130508,6.62,-0.12,0.05,1.06,0.06,0.64,0.98,98.5,6.03,0.01,7.78,-0.0,0.01,0.01,0.94,6.57
220868,1.58,-8.57,0.11,0.17,0.09,0.29,0.9,54.82,13.02,0.01,2.71,-0.02,0.01,0.01,0.84,10.01
104588,7.82,-4.06,0.11,0.72,0.11,0.8,1.03,92.64,11.51,0.01,9.35,-0.01,0.01,0.01,0.92,11.84
132533,5.57,-1.65,0.09,0.89,0.06,0.83,1.55,96.22,9.68,0.01,9.94,-0.01,0.01,0.01,0.95,9.94
236672,1.19,0.45,0.03,0.41,0.01,0.21,1.01,98.36,3.0,0.01,2.49,0.0,0.0,0.0,0.88,2.37
199709,1.29,-0.12,0.03,0.38,0.01,0.22,0.98,96.28,3.44,0.01,2.56,-0.0,0.0,0.0,0.93,2.44
45800,7.67,1.23,0.13,0.62,0.08,0.83,1.06,63.46,14.04,0.01,9.4,0.01,0.01,0.01,0.67,9.11
216287,7.54,-4.84,0.16,0.65,0.08,0.94,1.23,74.15,15.36,0.01,10.59,-0.05,0.01,0.01,0.68,10.17
45728,14.26,5.77,0.13,1.06,0.08,1.34,1.06,74.22,14.08,0.01,16.26,0.01,0.01,0.01,0.67,9.11
141578,,,0.01,,0.03,,,,,0.0,0.0,0.0,0.0,0.0,0.6,1.87
168380,8.64,-3.34,0.11,0.78,0.11,0.89,1.06,89.43,11.98,0.01,10.42,-0.01,0.01,0.01,0.92,11.84
74537,7.55,1.06,0.13,0.66,0.08,0.87,1.14,76.5,13.77,0.01,9.9,0.01,0.01,0.01,0.67,9.11
158318,7.38,-3.86,0.13,0.66,0.13,0.68,0.89,83.83,10.49,0.01,7.88,0.01,0.01,0.01,0.84,15.35
240686,2.42,1.68,0.03,0.77,0.01,0.31,1.02,87.93,3.2,0.01,3.76,0.0,0.0,0.0,0.88,2.37
246824,9.16,-3.12,0.16,0.75,0.08,1.17,1.32,69.86,16.89,0.01,13.34,-0.05,0.01,0.01,0.68,10.17
121175,9.63,-2.44,0.13,0.82,0.13,1.05,1.14,79.97,13.69,0.01,12.26,0.01,0.01,0.01,0.84,15.35
181196,5.23,-0.82,0.04,0.81,0.06,0.35,0.57,91.07,3.62,0.01,4.25,-0.0,0.0,0.01,0.88,4.79
143594,6.11,-0.77,0.08,0.98,0.06,0.76,1.29,98.85,7.95,0.01,9.17,-0.01,0.01,0.01,0.97,9.13
35369,6.99,-4.42,0.11,0.64,0.11,0.68,0.94,89.22,10.65,0.01,7.85,-0.01,0.01,0.01,0.92,11.84
225053,14.16,2.06,0.13,1.17,0.13,1.42,1.14,83.04,13.4,0.01,17.37,0.01,0.01,0.01,0.84,15.35
70406,1.69,0.32,0.04,0.47,0.03,0.27,1.15,87.17,4.25,0.01,3.24,0.01,0.0,0.01,0.84,3.85
55367,12.9,0.72,0.13,1.12,0.13,1.23,1.06,89.27,12.07,0.01,14.99,0.01,0.01,0.01,0.84,15.35
52712,16.9,4.95,0.16,1.2,0.12,1.64,1.12,60.93,15.33,0.01,20.13,-0.0,0.01,0.01,0.7,15.88
159317,1.22,-5.34,0.12,0.16,0.05,0.27,1.03,84.91,11.77,0.01,2.54,0.0,0.01,0.01,0.81,8.05
192734,7.82,-4.09,0.13,0.7,0.07,0.83,1.06,85.34,12.32,0.01,9.58,-0.05,0.01,0.01,0.78,8.55
74096,12.81,4.87,0.13,0.92,0.1,1.01,0.84,56.98,11.71,0.01,12.0,0.02,0.01,0.01,0.63,9.95
91610,1.47,0.07,0.04,0.44,0.01,0.25,1.13,98.21,3.93,0.01,2.95,-0.0,0.0,0.0,0.94,2.55
68804,10.74,-1.2,0.11,0.96,0.09,0.94,0.94,92.86,10.4,0.01,11.33,-0.02,0.01,0.01,0.84,10.01
91367,-0.47,-1.09,0.03,-0.12,0.0,0.08,0.92,76.84,3.11,0.01,0.86,-0.0,0.0,0.0,0.59,1.65
38375,14.78,6.42,0.11,1.19,0.1,1.15,0.87,76.21,10.54,0.01,14.14,0.03,0.01,0.01,0.73,9.96
116162,1.22,0.5,0.04,0.4,0.02,0.22,1.05,90.29,3.26,0.01,2.57,0.02,0.0,0.01,0.71,3.71
186047,7.04,0.15,0.04,1.07,0.06,0.41,0.52,89.58,3.34,0.0,4.94,-0.0,0.0,0.01,0.74,4.01
178721,-19.27,4.48,0.03,1.32,-0.28,0.47,-0.23,4.21,3.17,-0.0,5.68,0.04,0.0,0.01,0.04,4.71
56267,4.42,-2.27,0.12,0.43,0.05,0.59,1.14,79.51,13.5,0.01,6.32,0.0,0.01,0.01,0.81,8.05
78461,9.34,2.84,0.13,0.78,0.08,0.99,1.1,74.47,13.52,0.01,11.6,0.01,0.01,0.01,0.67,9.11
63485,20.2,4.6,0.04,1.1,0.3,0.51,0.24,2.66,4.28,0.0,6.14,0.05,0.01,0.01,0.04,6.97
141371,0.62,-0.11,0.03,0.22,0.01,0.16,0.96,98.78,2.88,0.01,1.89,0.0,0.0,0.0,0.88,2.37
246878,5.97,-5.79,0.11,0.56,0.11,0.65,1.03,90.5,11.58,0.01,7.42,-0.01,0.01,0.01,0.92,11.84
210950,7.8,-0.38,0.13,0.44,0.07,0.6,0.67,25.35,13.37,0.01,6.5,-0.01,0.01,0.0,0.3,6.0
186677,1.31,-0.62,0.08,0.14,0.04,0.05,0.12,35.45,1.28,0.01,0.61,-0.03,0.0,0.01,0.69,5.78
158192,2.92,-7.06,0.18,0.29,0.05,0.73,1.55,37.3,25.42,0.01,5.81,-0.04,0.01,0.0,0.42,7.36
61433,7.18,-5.1,0.16,0.57,0.06,0.96,1.27,58.91,17.79,0.01,10.44,-0.06,0.01,0.0,0.6,8.3
133595,6.4,-0.3,0.11,0.61,0.06,0.73,1.09,89.64,12.19,0.01,8.28,-0.01,0.01,0.01,0.9,6.62
47528,3.92,1.48,0.03,0.59,0.06,0.26,0.47,19.12,3.15,0.0,3.12,0.03,0.0,0.01,0.29,4.58
84005,7.61,-4.01,0.11,0.7,0.09,0.74,0.97,92.68,10.75,0.01,8.64,-0.02,0.01,0.01,0.84,10.01
232172,3,-3.9,0.11,0.32,0.06,0.45,1.13,89.4,12.66,0.01,4.69,-0.01,0.01,0.01,0.9,6.62
143603,5.82,-1.21,0.09,0.94,0.06,0.8,1.42,98.29,8.81,0.01,9.59,-0.01,0.01,0.01,0.95,9.54
251882,5.61,-6.85,0.14,0.53,0.11,0.71,1.17,84.28,13.69,0.01,7.86,-0.01,0.01,0.01,0.81,14.18
108251,11.42,-0.73,0.11,0.99,0.11,1.38,1.33,85.74,15.39,0.01,16.47,-0.01,0.01,0.01,0.92,11.84
220634,4.02,2.14,0.03,1.18,0.01,0.33,0.67,77.72,2.19,0.01,3.99,0.0,0.0,0.0,0.88,2.37
49877,1.84,0.21,0.01,0.53,0.03,0.14,0.2,72.79,0.71,0.0,1.66,0.0,0.0,0.0,0.6,1.87
185750,10.36,-1.68,0.11,0.96,0.11,0.99,1.02,98.27,11.01,0.01,11.83,-0.01,0.01,0.01,0.92,11.84
203471,6.4,-0.36,0.07,1.01,0.06,0.7,1.11,96.58,6.92,0.01,8.41,-0.01,0.01,0.01,0.96,8.34
128033,21.18,5.03,0.11,0.89,0.26,0.86,0.42,17.53,10.14,0.0,10.23,0.05,0.01,0.01,0.13,9.39
112058,5.16,-1.06,0.13,0.42,0.08,0.46,0.76,63.25,10.02,0.01,5.19,0.01,0.01,0.01,0.67,9.11
224324,12.7,3.86,0.11,0.97,0.06,0.83,0.69,65.82,8.97,0.01,10.05,-0.01,0.01,0.01,0.9,6.62
182375,6.9,0.12,0.05,1.08,0.06,0.57,0.82,94.17,5.14,0.01,6.93,-0.0,0.01,0.01,0.94,6.57
67859,5.31,-1.46,0.08,0.83,0.04,0.6,1.1,91.09,7.02,0.01,7.13,-0.03,0.0,0.01,0.69,5.78
67697,1.16,-0.26,0.03,0.35,0.01,0.21,1.04,98.64,3.64,0.01,2.5,-0.0,0.0,0.0,0.95,2.09
74420,-2.3,-0.73,0.01,-0.66,0.03,0.06,0.24,72.94,0.87,0.0,0.74,0.0,0.0,0.0,0.6,1.87
128726,5.99,-1.06,0.09,0.95,0.03,0.88,1.56,96.12,9.72,0.01,10.61,-0.01,0.0,0.01,0.95,4.94
35324,5.3,-7.37,0.16,0.49,0.06,0.72,1.22,77.45,14.87,0.01,7.76,-0.06,0.01,0.0,0.6,8.3
190682,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.54
215342,5.74,-1.2,0.05,0.82,0.03,0.8,1.43,75.38,10.12,0.01,9.51,-0.02,0.0,0.0,0.5,2.79
241883,13.31,1.28,0.14,1.12,0.11,1.41,1.19,84.82,13.9,0.01,17.15,-0.01,0.01,0.01,0.81,14.18
92897,8.01,-3.46,0.11,0.72,0.09,0.74,0.92,87.46,10.53,0.01,8.65,-0.02,0.01,0.01,0.84,10.01
134945,4.45,-0.58,0.04,0.54,0.06,0.21,0.26,55.35,2.2,0.01,2.47,-0.0,0.0,0.01,0.88,4.79
78776,7.34,-4.9,0.13,0.67,0.07,0.85,1.15,85.79,13.33,0.01,9.75,-0.05,0.01,0.01,0.78,8.55
98828,-9.78,1.87,0.03,0.56,-0.28,0.25,-0.18,2.79,3.05,-0.0,3.01,0.04,0.0,0.01,0.04,4.71
226151,7.62,-4.27,0.11,0.66,0.09,0.83,1.07,77.17,13.09,0.01,9.47,-0.02,0.01,0.01,0.84,10.01
159029,7.67,-4.01,0.16,0.57,0.08,0.93,1.16,50.62,17.44,0.01,10.17,-0.05,0.01,0.01,0.68,10.17
55781,-0.36,-1.37,0.03,-0.09,0.0,0.09,0.78,97.38,2.74,0.01,1.01,-0.01,0.0,0.0,0.96,1.62
77597,-0.71,-1.49,0.03,-0.18,0.01,0.07,0.7,92.55,2.54,0.01,0.79,-0.0,0.0,0.0,0.95,2.09
170432,22.37,5.95,0.04,1.32,0.3,0.62,0.28,3.15,4.61,0.0,7.6,0.05,0.01,0.01,0.04,6.97
62567,13.01,1.26,0.16,1.02,0.12,1.5,1.29,71.28,16.41,0.01,18.07,-0.0,0.01,0.01,0.7,15.88
139607,10.51,-1.39,0.11,0.93,0.09,0.93,0.94,89.24,10.66,0.01,11.17,-0.02,0.01,0.01,0.84,10.01
227816,0.56,-0.48,0.03,0.18,0.01,0.16,1.18,97.82,4.02,0.01,1.83,-0.0,0.0,0.0,0.95,2.09
98180,9.63,-2.02,0.11,0.83,0.09,0.84,0.89,84.31,10.44,0.01,9.9,-0.02,0.01,0.01,0.84,10.01
153494,15.85,3.45,0.13,1.27,0.13,1.43,1.04,79.69,12.49,0.01,17.74,0.01,0.01,0.01,0.84,15.35
71657,5.87,-1.07,0.09,0.94,0.05,0.76,1.34,96.28,8.36,0.01,9.15,-0.02,0.01,0.01,0.87,8.38
36854,,,0.03,,0.01,,,,,0.01,0.0,0.0,0.0,0.0,0.88,2.37
178334,5.31,3.58,0.04,1.08,0.03,0.52,0.94,50.6,4.58,0.01,6.31,0.01,0.0,0.01,0.84,3.85
162863,0.76,0.02,0.03,0.26,0.01,0.17,0.94,94.9,2.86,0.01,2.01,0.0,0.0,0.0,0.88,2.37
142901,11.81,-0.26,0.14,1.0,0.11,1.15,1.06,83.24,12.53,0.01,13.84,-0.01,0.01,0.01,0.81,14.18
81017,5.36,-6.16,0.16,0.47,0.06,0.62,1.02,70.5,13.02,0.01,6.76,-0.06,0.01,0.0,0.6,8.3
175895,13.54,4.92,0.11,1.03,0.1,0.97,0.77,66.16,10.04,0.01,11.75,0.03,0.01,0.01,0.73,9.96
180854,13.11,6.01,0.11,1.09,0.1,1.21,1.03,80.29,12.12,0.01,14.74,0.03,0.01,0.01,0.73,9.96
134333,12.96,0.8,0.13,1.12,0.13,1.3,1.12,90.06,12.66,0.01,15.79,0.01,0.01,0.01,0.84,15.35
224810,3.79,0.46,0.01,0.98,0.03,0.16,0.15,59.39,0.59,0.0,1.87,0.0,0.0,0.0,0.6,1.87
148490,2.52,2.59,0.06,0.55,0.05,0.41,1.41,38.22,6.67,0.01,4.84,0.03,0.0,0.01,0.25,5.35
167012,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.95,9.94
161153,2.66,1.0,0.03,0.73,0.01,0.29,0.83,89.36,3.03,0.01,3.49,-0.0,0.0,0.0,0.95,2.09
242729,5.49,-1.52,0.07,0.87,0.06,0.71,1.32,93.52,8.36,0.01,8.53,-0.01,0.01,0.01,0.89,7.44
93824,6.52,-0.17,0.05,1.02,0.05,0.52,0.77,94.71,4.81,0.01,6.29,-0.01,0.0,0.01,0.88,5.53
168164,6.12,-0.78,0.08,0.97,0.06,0.79,1.35,96.91,8.4,0.01,9.56,-0.01,0.01,0.01,0.97,9.13
81089,2.62,1.73,0.04,0.69,0.02,0.31,0.93,59.68,3.53,0.01,3.73,0.02,0.0,0.01,0.71,3.71
244853,15.18,2.61,0.13,1.29,0.13,1.3,0.97,89.19,11.09,0.01,16.06,0.01,0.01,0.01,0.84,15.35
178235,-0.13,-0.25,0.01,-0.04,-0.03,0.1,0.29,77.2,1.0,0.0,1.25,-0.01,0.0,-0.01,0.67,0.76
58058,1.24,-0.17,0.03,0.37,0.01,0.21,0.96,97.45,3.38,0.01,2.48,-0.01,0.0,0.0,0.97,1.97
37556,5.06,-1.64,0.07,0.82,0.06,0.54,1.03,97.92,6.37,0.01,6.5,-0.01,0.01,0.01,0.96,8.34
42389,1.62,0.85,0.03,0.54,0.01,0.24,0.98,94.77,2.96,0.01,2.87,0.0,0.0,0.0,0.88,2.37
85319,6.64,-0.04,0.12,0.59,0.05,0.65,0.92,80.69,10.9,0.01,7.43,0.0,0.01,0.01,0.81,8.05
115757,4.92,-2.58,0.09,0.8,0.06,0.75,1.55,96.35,9.66,0.01,8.91,-0.01,0.01,0.01,0.96,10.1
112481,,,0.07,,0.06,,,,,0.01,0.0,-0.02,0.0,0.01,0.67,4.93
47627,9.79,-2.38,0.11,0.86,0.11,1.09,1.18,84.78,13.7,0.01,12.8,-0.01,0.01,0.01,0.92,11.84
115082,2.83,-11.54,0.13,0.3,0.07,0.6,1.45,61.77,19.81,0.01,5.4,-0.05,0.01,0.01,0.78,8.55
63611,1.55,0.1,0.03,0.45,0.01,0.21,0.82,96.3,2.89,0.01,2.56,-0.01,0.0,0.0,0.95,1.9
43091,-1.11,-2.05,0.03,-0.3,0.0,0.04,0.82,97.76,2.88,0.01,0.38,-0.01,0.0,0.0,0.96,1.62
144737,10.67,-1.43,0.11,0.98,0.11,1.04,1.05,97.25,11.39,0.01,12.46,-0.01,0.01,0.01,0.92,11.84
191825,,,0.09,,0.03,,,,,0.01,0.0,-0.01,0.0,0.01,0.95,4.94
48698,5.97,-0.91,0.08,0.94,0.06,0.74,1.28,95.26,7.99,0.01,8.9,-0.01,0.01,0.01,0.97,9.13
231155,-1.26,-1.69,0.03,-0.4,0.01,0.02,0.85,97.57,2.57,0.01,0.22,0.0,0.0,0.0,0.88,2.37
129329,6.83,-5.29,0.11,0.62,0.09,0.78,1.11,84.76,12.93,0.01,8.87,-0.02,0.01,0.01,0.84,10.01
177362,3.86,-8.62,0.16,0.36,0.06,0.58,1.19,64.72,15.85,0.01,5.87,-0.06,0.01,0.0,0.6,8.3
159938,,,0.08,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,9.13
104525,13.42,1.15,0.13,1.14,0.13,1.22,1.01,87.37,11.6,0.01,14.84,0.01,0.01,0.01,0.84,15.35
193904,11.92,0.04,0.16,0.95,0.12,1.41,1.3,71.57,16.48,0.01,16.75,-0.0,0.01,0.01,0.7,15.88
62153,6.62,-0.12,0.09,1.03,0.05,0.73,1.14,93.6,7.2,0.01,8.85,-0.02,0.01,0.01,0.87,8.38
52370,8.21,-3.89,0.11,0.74,0.09,0.9,1.11,86.0,12.87,0.01,10.42,-0.02,0.01,0.01,0.84,10.01
122795,5.09,-1.54,0.13,0.48,0.06,0.61,1.07,81.24,12.57,0.01,6.74,-0.01,0.01,0.01,0.75,7.52
38573,4.28,-2.69,0.13,0.28,0.07,0.41,0.67,27.45,12.88,0.01,4.16,-0.01,0.01,0.0,0.3,6.0
225980,6.03,-0.47,0.11,0.5,0.06,0.53,0.78,67.65,10.02,0.01,6.0,-0.01,0.01,0.01,0.9,6.62
121796,9.73,3.49,0.13,0.77,0.08,1.07,1.15,65.72,14.95,0.01,12.45,0.01,0.01,0.01,0.67,9.11
242702,6.87,-5.2,0.11,0.62,0.09,0.79,1.11,81.78,13.15,0.01,8.91,-0.02,0.01,0.01,0.84,10.01
190745,,,0.07,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.96,8.34
41867,2.25,-2.06,0.07,0.33,0.05,0.21,0.76,73.37,5.58,0.01,,-0.02,0.01,0.01,0.82,
74861,3.9,4.14,0.06,0.67,0.05,0.53,1.28,24.24,7.63,0.01,6.3,0.03,0.0,0.01,0.25,5.35
92276,14.51,6.56,0.16,1.12,0.08,1.71,1.34,61.93,17.12,0.01,20.79,-0.01,0.01,0.01,0.65,11.9
150641,1.45,0.64,0.03,0.49,0.01,0.22,0.92,95.82,2.79,0.01,2.63,0.0,0.0,0.0,0.88,2.37
55916,0.71,-0.54,0.03,0.21,0.0,0.15,0.77,97.53,2.69,0.01,1.83,-0.01,0.0,0.0,0.96,1.62
26693,13.46,1.34,0.13,1.08,0.08,1.27,1.05,75.84,12.95,0.01,15.47,-0.04,0.01,0.01,0.81,9.67
131795,6.04,-0.5,0.04,0.96,0.07,0.47,0.74,97.06,4.54,0.01,5.73,-0.0,0.0,0.01,0.92,5.56
195794,,,0.03,,0.0,,,,,0.01,0.0,-0.0,0.0,0.0,0.59,1.65
146636,-0.47,-0.72,0.01,-0.12,-0.01,0.09,0.38,83.71,1.45,0.0,1.11,-0.01,0.0,-0.0,0.7,1.11
157085,,,0.13,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.63,10.51
230417,5,5.02,0.06,0.88,0.05,0.6,1.19,26.98,6.68,0.01,7.23,0.03,0.0,0.01,0.25,5.35
131507,4.98,-1.18,0.04,0.79,0.06,0.4,0.7,95.74,4.34,0.01,4.76,-0.0,0.0,0.01,0.88,4.79
122597,4.34,-2.62,0.13,0.28,0.07,0.41,0.67,26.51,13.08,0.01,4.19,-0.01,0.01,0.0,0.3,6.0
26522,4.28,-2.26,0.11,0.42,0.05,0.49,0.98,90.21,10.84,0.01,5.46,-0.02,0.01,0.0,0.85,5.92
80252,,,0.12,,0.05,,,,,0.01,0.0,0.0,0.01,0.01,0.81,8.05
241892,0.15,-0.95,0.03,0.05,0.01,0.12,0.75,96.99,2.66,0.01,1.4,-0.01,0.0,0.0,0.96,1.78
234827,7.71,0.75,0.07,0.91,0.06,0.58,0.73,53.14,6.13,0.01,6.94,-0.01,0.01,0.01,0.96,8.34
66428,28.44,8.02,0.04,2.26,0.3,0.8,0.3,5.99,3.58,0.0,9.9,0.05,0.01,0.01,0.04,6.97
94715,3.68,-3.72,0.12,0.29,0.05,0.39,0.76,41.77,11.82,0.01,4.1,-0.03,0.01,0.0,0.51,5.92
220301,28.48,5.25,0.04,1.38,0.3,0.56,0.19,2.15,3.8,0.0,6.82,0.05,0.01,0.01,0.04,6.97
109367,8.09,-3.83,0.13,0.73,0.08,0.84,1.05,88.02,12.02,0.01,9.79,-0.04,0.01,0.01,0.81,9.67
182087,0.2,-0.52,0.03,0.08,0.01,0.13,1.0,99.77,2.98,0.01,1.49,0.0,0.0,0.0,0.88,2.37
194030,4.12,-1.4,0.04,0.64,0.06,0.3,0.56,88.99,3.58,0.0,3.58,-0.0,0.0,0.01,0.74,4.01
192077,4.11,-2.86,0.07,0.67,0.06,0.51,1.16,96.72,7.22,0.01,6.07,-0.01,0.01,0.01,0.89,7.44
73961,11.1,-0.87,0.11,0.98,0.09,0.95,0.92,90.36,10.33,0.01,11.45,-0.02,0.01,0.01,0.84,10.01
238193,17.76,8.99,0.16,1.4,0.17,1.8,1.2,69.92,14.38,0.01,22.61,0.08,0.02,0.01,0.57,21.78
87668,,,0.1,,0.1,,,,,0.01,0.0,0.01,0.01,0.01,0.48,8.24
196379,6.69,0.06,0.11,0.58,0.1,0.68,0.96,75.31,11.68,0.01,7.71,0.03,0.01,0.01,0.73,9.96
206765,5.35,-1.23,0.07,0.79,0.05,0.54,0.96,82.18,6.46,0.01,6.41,-0.02,0.01,0.01,0.82,6.14
137870,11.39,-0.59,0.13,0.96,0.08,0.98,0.92,83.2,10.8,0.01,11.76,-0.04,0.01,0.01,0.81,9.67
45431,4.92,-2.7,0.08,0.77,0.04,0.8,1.66,88.26,10.81,0.01,9.44,-0.03,0.0,0.01,0.69,5.78
189737,1.69,0.8,0.03,0.54,0.01,0.23,0.86,88.86,2.68,0.01,2.75,0.0,0.0,0.0,0.88,2.37
49247,11.29,-0.85,0.13,1.0,0.13,1.14,1.1,91.75,12.39,0.01,13.77,0.01,0.01,0.01,0.84,15.35
51416,8.54,-3.93,0.07,0.75,0.06,0.68,0.79,93.57,9.15,0.01,7.99,-0.02,0.0,0.01,0.67,4.93
