investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Growth,USD,4160000000.0,2.47,4,2001-02-28,192491,Large,8.49
Growth,USD,85310000.0,0.0,2,2004-08-31,214496,Large,21.14
,USD,523500000.0,2.44,0,2017-06-06,206090,,0.67
Growth,USD,629680000.0,0.0,4,2012-05-02,198188,Large,18.79
Value,USD,299410000.0,3.92,2,2014-09-29,209924,Medium,8.75
Growth,USD,310150000.0,2.16,2,1985-09-08,199475,Medium,2.78
Growth,USD,188440000000.0,0.87,3,2009-04-30,206693,Large,13.87
Blend,USD,647460000.0,3.67,3,2017-12-03,193778,Medium,2.98
Growth,USD,16960000000.0,0.34,4,2007-01-31,203534,Large,10.29
Value,USD,104640000.0,2.91,2,1992-05-03,31769,Large,7.64
Growth,USD,21080000.0,0.46,,2008-12-17,186983,Large,13.55
Value,USD,727390000.0,2.71,4,2011-12-18,192086,Medium,2.36
Growth,USD,1930000000.0,0.0,4,1997-12-29,139517,Medium,27.04
Blend,USD,3150000000.0,3.07,4,2005-06-27,195911,Medium,3.6
Blend,USD,869900000.0,1.38,3,2016-12-05,176084,Medium,14.32
Value,USD,220460000.0,4.25,2,1977-06-22,139139,Small,5.18
Blend,USD,330310.0,2.8,0,2017-12-28,215180,Large,8.13
Value,USD,278870000.0,0.99,1,2014-07-30,117026,Large,7.27
Blend,USD,4100000000.0,2.8,2,2016-03-28,187163,Large,8.61
Value,USD,393380000.0,5.47,4,2006-04-27,119519,Large,9.81
Growth,USD,8340000000.0,0.0,4,1995-10-23,155177,Large,12.28
Value,USD,15550000000.0,1.94,2,2011-10-16,197981,Medium,0.76
Blend,USD,78930000.0,1.24,,2012-01-31,50291,Large,2.06
Value,USD,631660000.0,2.05,3,2011-12-28,148220,Medium,10.9
Growth,USD,2010000000.0,2.15,4,2007-11-29,233684,Large,12.56
Blend,USD,4370000000.0,0.0,,2010-11-28,47987,Large,3.82
Blend,USD,76860000.0,0.62,3,2015-06-22,125936,Large,7.1
Growth,USD,632130000.0,1.02,3,1996-12-12,139724,Medium,9.56
Blend,USD,1590000000.0,0.32,3,2000-06-29,61919,Large,13.9
Value,USD,62210000.0,1.2,3,2007-06-28,114659,Large,14.19
,USD,143240000.0,4.23,,2010-10-14,192968,,8.9
Value,USD,5330000000.0,0.7,,2013-04-29,239858,Small,13.8
Value,USD,1300000000.0,3.0,3,2014-02-02,238283,Small,3.05
Blend,USD,4290000.0,1.41,0,2017-02-27,173690,Large,10.06
,USD,1160000000.0,4.13,3,2012-12-16,151919,,4.54
Growth,USD,11480000.0,0.0,0,2016-04-06,29996,Medium,10.12
Value,USD,17380000.0,0.0,2,2016-01-10,185975,Small,12.45
Value,USD,1770000000.0,1.48,4,2013-10-14,52127,Large,10.06
Growth,USD,2430000000.0,0.0,3,2007-09-27,30329,Large,9.82
Blend,USD,851830.0,2.55,0,2017-09-05,191690,Large,12.64
Value,USD,98730000.0,3.29,2,2003-02-27,217574,Small,3.69
Blend,USD,4560000000.0,1.39,5,2015-12-27,150524,Medium,6.85
Blend,USD,27160000.0,0.0,,2010-03-30,176912,Small,6.93
Growth,USD,127000000.0,2.41,3,2004-03-03,56744,Medium,-0.21
Value,USD,719100000.0,2.29,,2002-08-04,224720,Medium,1.67
Blend,USD,348790000.0,2.61,3,2001-01-22,193373,Medium,2.8
Blend,USD,229090000.0,0.23,3,2003-11-02,52613,Large,9.42
Growth,USD,383610000.0,0.0,3,2002-10-31,111320,Medium,24.25
Growth,USD,93340000.0,0.0,5,2014-12-14,53315,Medium,16.62
Growth,USD,254420000.0,0.0,2,2012-11-07,61739,Medium,13.26
Blend,USD,333320000.0,0.4,2,2001-06-28,101780,Large,13.79
Blend,USD,19010000.0,4.72,0,2017-02-27,234602,Large,6.92
Blend,USD,110710000.0,0.14,3,1998-12-16,83798,Medium,12.91
Blend,USD,158970000.0,2.43,,2014-02-09,78047,Medium,2.63
Blend,USD,130840000.0,1.97,3,2014-12-14,230219,Large,9.58
Blend,USD,78270000.0,2.42,3,2016-03-29,126980,Large,10.84
Blend,USD,141490000.0,0.98,4,1999-06-17,252494,Large,9.67
Blend,USD,1960000000.0,2.79,,2013-08-22,187928,Medium,16.2
Value,USD,4680000000.0,5.72,4,1972-06-14,77129,Medium,6.61
Blend,USD,1290000000.0,2.37,2,2002-11-24,144017,Medium,2.27
Value,USD,52130000.0,3.28,3,2015-09-21,198638,Large,10.4
Growth,USD,2100000000.0,0.0,4,2017-07-11,211355,Small,22.84
Growth,USD,2630000000.0,0.96,,2010-04-18,44864,Large,19.49
Value,USD,2620000000.0,1.62,,2003-03-31,195632,Large,12.22
Blend,USD,603200000.0,0.0,,2012-12-19,43838,Medium,0.26
Blend,USD,1990000000.0,0.88,3,2007-10-04,98630,Large,7.78
Blend,USD,59400000.0,0.0,3,2005-03-30,229643,Large,5.77
Blend,USD,403780000.0,2.39,3,2012-02-29,132614,Large,12.33
Value,USD,25850000.0,0.52,4,2008-01-31,67517,Medium,16.05
Value,USD,83020000.0,0.4,3,2006-06-01,235583,Large,11.98
Value,USD,77100000.0,2.88,3,2017-09-28,29960,Large,10.75
Blend,USD,31500000.0,2.19,,2016-08-30,125675,Large,11.46
Growth,USD,27270000.0,0.2,0,2016-12-29,39059,Small,11.95
Blend,USD,314660000.0,3.36,4,2015-03-26,130418,Large,7.79
,USD,141870000.0,3.43,,1991-11-17,232892,,3.01
Value,USD,16550000.0,1.35,2,2008-07-10,224738,Small,9.96
Blend,USD,75000000.0,3.33,3,1998-06-30,215504,Medium,4.22
Blend,USD,211740000.0,3.24,,2014-03-31,162224,Large,5.79
Value,USD,1510000000.0,4.09,2,2005-03-31,155681,Small,6.47
Blend,USD,24610000.0,0.11,2,2008-10-30,35036,Large,13.36
Blend,USD,147830000.0,2.27,2,2014-09-18,224126,Large,2.95
Growth,USD,1080000000.0,0.0,4,2005-02-28,31634,Large,17.07
Blend,USD,45010000.0,2.36,0,2016-11-16,195578,Large,9.6
Growth,USD,350300000.0,0.71,2,1998-01-01,168425,Large,10.96
Blend,USD,67220000.0,0.0,,2000-12-03,89126,Large,2.46
Growth,USD,6700000000.0,0.57,4,2005-03-31,156140,Medium,10.33
Blend,USD,128950000.0,2.13,,2015-09-29,37934,Large,11.71
,USD,539410000.0,4.75,,2017-07-31,246293,,2.92
Value,USD,3220000000.0,1.53,4,1998-03-31,108512,Large,11.5
Blend,USD,868930000.0,1.0,2,1995-01-11,79604,Large,7.86
Blend,USD,43940000.0,0.0,3,2004-02-19,213299,Large,22.7
Growth,USD,686060000.0,0.0,2,1996-09-05,55079,Small,18.09
Growth,USD,258550000.0,0.0,2,1997-12-30,155222,Large,16.56
Value,USD,184030000.0,1.64,2,2001-07-23,213227,Large,11.44
,USD,4170000000.0,7.32,5,1998-01-08,101591,,6.8
Growth,USD,700640000.0,0.0,3,1996-06-30,26702,Small,16.4
Blend,USD,136070000.0,2.29,1,2010-03-31,159434,Large,11.23
Blend,USD,497150000.0,2.37,3,2003-12-30,163160,Large,9.45
Blend,USD,135050000.0,1.45,,2012-01-30,203885,Large,10.09
Growth,USD,7210000.0,0.0,0,2017-01-30,215945,Large,14.19
Value,USD,774890.0,0.31,1,2006-02-13,221318,Medium,0.46
Value,USD,3220000000.0,5.53,3,2011-09-29,44693,Medium,2.5
Growth,USD,3230000000.0,0.0,5,1996-12-26,47204,Medium,20.71
Growth,USD,107480000.0,0.0,5,2013-06-30,41831,Small,14.73
Blend,USD,924190000.0,1.73,2,1996-09-15,193886,Large,16.66
Blend,USD,26140000.0,1.05,2,2016-02-28,109034,Medium,13.27
Growth,USD,34470000.0,0.0,3,2010-09-29,48986,Large,13.83
Value,USD,6970000000.0,1.06,3,1978-11-30,81800,Medium,16.44
Blend,USD,149810000.0,1.86,2,1990-09-06,185579,Large,11.37
Blend,USD,1160000000.0,2.94,3,2013-02-28,155960,Medium,3.31
Blend,USD,26140000.0,1.26,2,2017-02-27,108998,Medium,13.3
Growth,USD,1130000000.0,0.41,3,2005-12-04,242693,Large,15.77
Value,USD,1030000000.0,2.18,4,1999-08-30,214982,Medium,1.46
Blend,USD,678750000.0,0.76,5,2016-10-30,87713,Large,3.47
Blend,USD,833670000.0,3.63,4,1997-10-30,140489,Medium,5.42
,USD,431490000.0,2.16,0,2017-05-29,95831,,5.87
Growth,USD,19270000000.0,1.5,2,2012-03-28,177992,Large,11.45
Blend,USD,113740000.0,1.35,,2008-08-10,65366,Large,12.92
Growth,USD,997550000.0,0.0,2,1998-06-30,200024,Large,13.25
Value,USD,18580000.0,4.54,,1998-10-08,85193,Large,10.33
Value,USD,2510000000.0,2.55,,2008-03-30,250244,Medium,2.51
Blend,USD,51600000.0,0.27,,2012-08-02,125549,Small,11.56
,USD,24680000.0,3.1,3,2001-06-28,102077,,2.81
Blend,USD,15000000.0,0.87,0,2016-12-13,202517,Large,10.94
Blend,USD,17600000000.0,1.72,5,1992-08-31,126197,Large,8.61
Blend,USD,70110000.0,0.0,2,1998-12-30,138788,Medium,16.42
Value,USD,1370000000.0,0.9,4,1989-11-30,50876,Medium,15.59
Growth,USD,1840000000.0,3.04,,2007-01-16,228878,Large,7.47
Blend,USD,981960000.0,0.91,3,2016-06-29,171881,Large,9.13
Value,USD,464640000.0,1.68,1,2006-05-17,86561,Large,7.66
Blend,USD,31160000000.0,2.85,,2011-11-29,242162,Medium,3.84
Blend,USD,159090000.0,2.45,2,1997-12-28,150398,Medium,3.2
Growth,USD,156510000000.0,1.12,3,2002-02-14,54143,Large,13.1
,USD,195850000.0,0.0,3,2006-04-30,70883,,33.69
Blend,USD,704360000.0,2.14,2,2009-09-24,35027,Large,8.72
Blend,USD,6850000000.0,1.46,1,2005-10-30,96056,Medium,2.32
Blend,USD,645580000.0,1.07,4,2015-09-27,184850,Medium,14.86
Value,USD,302290000.0,0.73,2,1995-11-28,64673,Large,10.67
Growth,USD,20730000.0,0.0,3,2009-12-30,164690,Medium,21.97
Growth,USD,967310000.0,0.0,4,2012-12-26,76715,Small,34.56
Value,USD,843940000.0,5.59,4,2014-11-02,43757,Large,9.84
Growth,USD,2640000000.0,1.24,0,2017-05-24,86912,Large,11.25
Blend,USD,40000000.0,0.88,3,2003-12-30,213461,Small,10.15
Blend,USD,1400000000.0,1.33,2,2005-04-28,45224,Large,11.81
Blend,USD,301450000.0,1.35,2,2007-08-28,175229,Large,9.68
Growth,USD,9670000000.0,4.91,,2017-04-03,29249,Small,3.9
Value,USD,3530000000.0,3.05,,1993-12-08,101888,Large,10.04
Blend,USD,13150000.0,0.1,,2004-07-20,91583,Large,1.44
Growth,USD,1160000000.0,0.05,3,2007-05-03,220256,Small,14.44
Growth,USD,66000000000.0,0.3,3,2002-03-06,51182,Large,12.61
Growth,USD,38350000000.0,1.24,5,2002-05-14,209861,Large,13.84
Value,USD,1090000000.0,1.31,3,2014-07-30,124406,Large,9.67
,USD,18330000.0,2.42,5,2014-07-28,119960,,2.45
,USD,3510000.0,0.0,0,2007-10-15,239993,,-15.36
Blend,USD,179420000.0,3.47,3,1996-09-17,182906,Medium,2.71
Blend,USD,7060000000.0,1.68,4,2003-12-23,65915,Large,12.42
Value,USD,150600000.0,2.37,1,2017-05-24,184697,Medium,2.2
Growth,USD,3000000000.0,2.4,,2007-11-29,238508,Large,12.52
Growth,USD,34060000.0,0.72,4,2011-06-20,74672,Large,13.74
Growth,USD,1030000000.0,0.0,4,2009-02-26,115946,Medium,19.17
Blend,USD,36280000.0,0.25,2,1998-06-09,109097,Medium,15.05
Growth,USD,14850000.0,0.0,1,2013-12-15,252809,Large,2.71
Blend,USD,17300000.0,3.2,,2012-11-01,125000,Small,4.7
Blend,USD,156280000.0,2.38,3,2012-11-29,250109,Large,10.31
Growth,USD,47900000.0,0.0,1,2003-11-30,52145,Large,-0.08
Blend,USD,884320000.0,0.84,2,2016-12-15,227438,Large,7.73
Blend,USD,1010000000.0,3.01,2,2007-09-27,142712,Large,11.91
Growth,USD,24650000.0,0.22,4,2011-07-28,126323,Large,13.33
Blend,USD,53920000.0,1.13,,2015-10-29,57932,Medium,16.38
Blend,USD,3270000.0,0.78,0,2016-09-29,98549,Large,12.05
Growth,USD,3510000000.0,0.29,,2012-05-17,206954,Large,13.06
Growth,USD,573230000.0,0.0,2,2006-06-27,195740,Small,10.61
Blend,USD,172360000.0,2.92,,1996-07-31,139625,Large,10.17
Value,USD,645310000.0,2.76,3,2017-01-26,85067,Large,5.71
,USD,470120000.0,1.95,,1997-03-26,103526,,0.55
Value,USD,2420000000.0,0.26,,2011-05-25,170234,Small,14.98
Blend,USD,212570000.0,1.07,3,2004-12-27,164303,Large,12.09
Value,USD,1430000000.0,2.2,3,2002-04-10,220247,Large,0.6
Growth,USD,1270000000.0,0.33,3,2011-03-21,134297,Large,12.93
Value,USD,1510000000.0,4.04,2,2002-07-30,74762,Small,6.79
Value,USD,1460000000.0,1.94,3,2010-06-20,169316,Large,10.77
Growth,USD,19260000.0,0.24,0,2018-01-25,47690,Small,21.03
Growth,USD,86060000.0,0.0,3,2010-12-28,65996,Medium,11.87
Blend,USD,3540000000.0,2.11,5,2013-12-11,245411,Large,10.24
Value,USD,6750000000.0,1.03,,2006-12-07,203741,Large,0.86
Blend,USD,233640000.0,1.99,3,2015-09-28,236825,Large,6.64
Blend,USD,4070000000.0,1.8,3,2015-12-20,225026,Large,9.76
,USD,3150000.0,0.0,1,2006-04-18,240542,,19.78
Value,USD,71440000.0,0.01,4,2016-10-30,202733,Medium,13.97
Blend,USD,175830000.0,2.06,4,2014-09-29,223991,Large,11.99
Growth,USD,661590000.0,0.0,,2000-12-26,228563,Large,17.69
Blend,USD,964590000.0,2.8,,2013-07-25,37709,Medium,15.89
Growth,USD,509120000.0,0.0,3,2014-02-27,252269,Large,18.5
,USD,60460000.0,2.02,0,2017-11-01,212822,,1.45
Growth,USD,,,3,2016-02-25,208133,Medium,
Blend,USD,982690000.0,2.24,3,2015-03-30,124154,Large,8.73
Value,USD,182680000.0,3.05,2,2006-01-12,72404,Medium,2.0
Value,USD,1640000000.0,1.17,,2014-04-29,166337,Medium,13.95
Blend,USD,662930000.0,1.69,4,2014-09-30,124757,Medium,11.12
Blend,USD,9980000.0,1.83,3,2012-12-19,122588,Large,11.65
Blend,USD,5020000000.0,2.19,1,2009-07-05,129068,Medium,2.87
Growth,USD,1560000000.0,0.1,4,2007-01-31,232901,Large,14.96
Value,USD,12520000000.0,4.14,4,2007-05-30,133469,Large,6.87
Blend,USD,156310000.0,2.56,3,2014-12-14,229769,Large,8.04
Blend,USD,2570000000.0,1.2,3,2017-03-15,212435,Large,13.79
Blend,USD,70630000.0,0.71,3,1994-05-15,134153,Medium,14.59
Value,USD,117520000.0,2.93,3,2006-11-06,178793,Small,-0.15
Blend,USD,1460000000.0,2.36,4,2012-10-30,227825,Medium,2.84
Growth,USD,360730000.0,0.58,,2012-10-30,62882,Large,38.96
Value,USD,,,3,2005-12-19,92096,Large,
Growth,USD,10220000.0,0.0,0,2016-05-26,158003,Large,12.97
Blend,USD,40040000.0,2.11,0,2016-12-12,183806,Large,7.15
Growth,USD,26110000000.0,0.0,5,1960-06-02,196883,Medium,20.77
Blend,USD,3050000.0,1.27,,2007-12-30,94580,Large,6.92
Value,USD,2040000000.0,2.96,4,2017-02-27,109880,Large,9.43
Blend,USD,111530000.0,2.26,4,2014-12-29,200951,Large,3.07
Value,USD,13370000.0,5.41,,2017-11-05,178415,Large,21.07
Growth,USD,76520000.0,0.81,,2009-11-15,75302,Large,5.19
Growth,USD,886700000.0,1.35,3,2003-12-30,194120,Large,11.63
Blend,USD,2330000000.0,2.24,4,2011-05-30,143828,Large,12.71
Growth,USD,92350000.0,0.0,,2010-08-30,140426,Medium,19.14
Growth,USD,2350000000.0,0.0,3,1999-06-29,74213,Large,18.57
Growth,USD,95410000000.0,1.77,,2002-06-05,212669,Large,12.08
Value,USD,13710000.0,3.73,1,2006-10-09,179198,Medium,-3.66
Blend,USD,35740000.0,0.0,,2000-10-04,237761,Medium,9.38
Blend,USD,260720000.0,4.08,4,2008-12-14,70946,Small,3.65
Value,USD,471230000.0,6.57,,2011-09-29,109475,Small,4.05
Growth,USD,1220000000.0,0.0,3,2003-12-29,102293,Small,14.78
Blend,USD,19640000000.0,1.6,4,2009-09-29,228509,Large,13.99
Value,USD,2860000.0,0.0,0,2018-01-21,244394,Small,10.71
Value,USD,259970000.0,1.38,1,2003-05-20,29807,Medium,1.03
Blend,USD,1090000000.0,1.76,3,2012-07-01,134837,Large,9.16
Blend,USD,75500000.0,2.65,0,2016-04-28,167048,Large,12.06
Growth,USD,3870000000.0,0.0,,2002-01-01,86804,Large,18.87
Blend,USD,36320000.0,2.01,3,2012-01-22,218465,Large,8.84
Blend,USD,3380000000.0,2.11,3,2017-06-06,95867,Large,4.35
Growth,USD,400400000.0,0.0,4,1996-09-02,80459,Large,15.07
Growth,USD,591780000.0,3.76,3,1996-08-04,88973,Small,3.4
Value,USD,230160000.0,1.81,3,2001-05-08,78299,Large,9.77
Blend,USD,4210000.0,0.0,1,2002-03-31,181268,Medium,14.89
Value,USD,6890000.0,2.9,3,2016-01-28,106136,Large,5.35
Growth,USD,282310000.0,0.0,2,1989-10-31,164627,Small,30.56
Blend,USD,511050000.0,0.0,3,2017-01-31,209015,Small,3.77
Blend,USD,2980000000.0,3.42,4,2014-09-30,51830,Large,9.18
Growth,USD,21130000000.0,0.13,3,2002-06-24,209663,Large,14.61
Growth,USD,334630000.0,2.8,5,2007-11-27,128681,Medium,15.9
Growth,USD,14780000000.0,0.95,5,2007-01-31,26450,Large,11.15
Growth,USD,5410000.0,0.0,,2013-03-31,235115,Medium,-18.91
Growth,USD,622280000.0,0.0,3,1996-08-08,110906,Medium,22.52
Growth,USD,8800000.0,0.0,0,2016-09-29,221435,Medium,15.47
Blend,USD,106150000.0,2.19,2,2011-05-01,26153,Medium,2.4
Blend,USD,119640000.0,2.18,3,2008-06-15,154871,Medium,5.59
Blend,USD,2680000000.0,2.0,5,2015-06-23,83213,Large,11.93
Growth,USD,689780000.0,2.12,3,2011-04-28,238634,Large,12.68
Growth,USD,847030000.0,0.0,3,1948-09-06,139184,Large,18.83
Blend,USD,14830000000.0,1.61,4,2007-01-31,205226,Large,6.77
Blend,USD,32550000.0,2.05,3,2014-12-14,230039,Large,10.8
,USD,367150000.0,1.36,3,2017-02-28,111887,,9.38
Value,USD,32660000.0,5.42,4,2016-07-31,119060,Medium,7.08
Blend,USD,1680000000.0,1.88,3,2009-04-30,167300,Large,8.7
Blend,USD,8450000000.0,1.88,4,2012-05-17,204029,Large,8.73
Blend,USD,964100000.0,3.64,5,2008-12-14,197324,Small,3.62
Blend,USD,162720000.0,0.25,5,2015-09-14,48851,Small,16.74
Blend,USD,402980000.0,0.31,3,2015-05-26,137501,Small,15.86
Growth,USD,948350000.0,0.18,3,2003-07-23,124631,Large,13.06
Blend,USD,35230000.0,3.2,4,2011-06-29,216962,Large,2.03
Value,USD,2980000000.0,1.55,,1993-08-31,239561,Large,11.51
,USD,32560000.0,0.12,,2002-04-30,106496,,5.73
Blend,USD,1510000000.0,4.8,4,2016-06-26,76049,Small,3.91
Value,USD,446640000.0,1.97,3,2015-03-10,108233,Large,9.95
Value,USD,1840000000.0,1.25,2,2013-12-08,224333,Large,11.91
Blend,USD,98770000.0,0.37,2,2006-12-27,120743,Large,4.11
Growth,USD,176150000.0,0.0,3,1994-06-29,158831,Small,15.56
Value,USD,19350000.0,1.79,,2016-10-02,59066,Large,15.56
Blend,USD,278440000.0,1.21,2,2000-08-30,117809,Small,7.29
Blend,USD,601600000.0,2.08,2,2011-07-14,44684,Large,2.03
Value,USD,2050000000.0,3.03,2,2009-11-15,75509,Large,10.29
Growth,USD,46910000.0,3.7,,2008-03-27,165626,Large,11.28
Value,USD,16130000000.0,2.06,2,1992-12-30,152036,Large,11.16
Growth,USD,83440000.0,0.07,3,2015-02-26,138203,Small,14.7
Blend,USD,764950.0,2.02,0,2017-12-28,190628,Large,10.77
Growth,USD,12820000000.0,3.29,4,2007-09-23,149264,Medium,3.4
Value,USD,190430000.0,0.64,3,2015-09-14,49085,Large,11.1
Value,USD,827000000.0,3.16,3,2017-07-31,89423,Medium,2.2
Growth,USD,839340000.0,0.0,2,2008-03-30,146429,Small,12.32
Growth,USD,12820000000.0,2.71,4,2007-09-23,155627,Medium,3.34
Value,USD,39310000.0,2.49,3,2015-11-29,146222,Medium,-0.2
Value,USD,358080000.0,2.38,5,2010-10-28,156032,Large,16.27
Blend,USD,559510000.0,0.75,,2009-06-25,181745,Large,12.42
Value,USD,405710000.0,1.63,,2006-11-29,29105,Medium,1.28
Value,USD,841390000.0,3.96,5,2009-11-29,231326,Small,3.9
Value,USD,133260000.0,2.19,2,2015-08-02,117350,Large,11.18
Value,USD,424880000.0,0.31,4,2007-11-29,105938,Small,11.69
Growth,USD,550350000.0,0.0,2,1996-07-21,119195,Medium,22.46
Growth,USD,107480000.0,0.0,4,2013-06-30,41813,Small,14.66
Blend,USD,1010000000.0,2.55,2,1997-03-02,89153,Large,2.26
Growth,USD,157590000.0,0.48,2,1996-05-01,174536,Large,12.97
Value,USD,452570000.0,1.28,4,2002-04-30,120023,Medium,14.71
Growth,USD,2860000000.0,0.65,3,2005-07-28,30599,Large,14.06
Value,USD,226420000.0,5.72,3,2014-07-06,224414,Large,10.83
Growth,USD,14950000.0,0.38,2,2014-03-04,190133,Large,13.06
,USD,616030000.0,1.28,3,1991-08-01,99269,,3.54
Blend,USD,9460000.0,0.49,4,2009-11-15,29888,Large,10.42
Blend,USD,42900000.0,0.12,3,2013-08-27,102023,Large,3.09
Growth,USD,764120000.0,2.29,3,2001-02-28,199124,Large,6.38
Growth,USD,7060000000.0,0.0,2,1998-07-30,107999,Large,15.39
Blend,USD,39640000.0,1.22,1,2006-10-17,210698,Medium,3.04
Growth,USD,3190000000.0,3.61,4,2009-12-01,66374,Medium,3.34
,USD,946410000.0,1.99,4,2003-09-29,187136,,2.64
Blend,USD,4690000000.0,0.39,2,2016-11-29,176471,Large,13.5
Blend,USD,384700000.0,0.0,4,2003-11-03,40247,Medium,16.12
Value,USD,1150000000.0,1.58,,2001-08-26,106433,Large,11.42
,USD,796960000.0,2.35,,2009-11-30,150803,,5.26
,USD,18330000.0,2.11,5,2014-07-28,119942,,2.4
Growth,USD,424780000.0,0.8,1,2010-01-03,160640,Large,6.99
Value,USD,3530000000.0,3.2,,2003-06-29,98486,Large,10.08
Growth,USD,18960000.0,1.15,,2014-05-01,100763,Large,15.38
Value,USD,1240000000.0,4.71,3,2009-07-05,130706,Medium,7.09
Blend,USD,25080000.0,1.94,2,2015-08-23,191726,Large,12.31
Blend,USD,3200000000.0,2.2,3,2006-09-17,134468,Large,7.22
Blend,USD,25160000.0,5.95,3,2012-10-31,33542,Small,7.4
Value,USD,83280000.0,1.27,,2013-11-14,153062,Large,8.7
Blend,USD,6420000.0,0.51,0,2016-12-13,236024,Medium,10.41
Blend,USD,209690000.0,0.38,,2004-10-31,163412,Small,11.96
Blend,USD,19670000000.0,1.54,4,2015-11-19,207467,Large,7.84
Value,USD,1090000000.0,1.54,,2013-09-08,121571,Large,10.89
Value,USD,7620000000.0,1.22,4,2004-03-30,28934,Medium,13.21
Value,USD,630050000.0,2.03,1,2017-07-02,215477,Large,0.87
Growth,USD,15620000000.0,0.0,3,1995-04-30,91295,Large,15.0
,USD,470120000.0,2.17,2,1995-05-14,103490,,0.62
Blend,USD,18710000.0,1.0,,2017-03-16,40562,Large,2.86
Growth,USD,624580000.0,0.21,4,1997-08-14,97865,Small,13.9
Blend,USD,1960000000.0,2.37,4,2017-12-26,200339,Medium,16.06
Blend,USD,560870000.0,0.33,4,1985-01-22,120698,Large,7.55
Growth,USD,1700000000.0,6.94,5,1996-01-03,253484,Small,1.43
Blend,USD,412330000.0,1.39,3,2009-09-28,37250,Large,11.64
Blend,USD,329320000.0,1.34,4,2011-10-31,81926,Medium,10.6
Growth,USD,1620000000.0,1.15,3,1999-07-01,73943,Large,13.93
Blend,USD,1750000000.0,1.32,,1997-11-02,30059,Large,25.93
Growth,USD,141570000.0,0.0,3,1996-09-02,206225,Medium,16.26
Blend,USD,14700000000.0,2.6,3,2008-09-30,118619,Large,11.17
Blend,USD,42590000.0,2.71,,2016-03-31,123209,Medium,9.42
Growth,USD,3050000000.0,0.0,3,2003-01-30,29114,Large,15.46
Growth,USD,,,,2013-12-26,102284,Small,
Growth,USD,233400000.0,1.95,4,2012-09-16,171539,Large,3.17
Blend,USD,260870000.0,0.79,,2010-03-07,119843,Large,11.33
Blend,USD,21280000.0,0.97,3,2017-02-27,112112,Medium,4.81
Blend,USD,167110000.0,1.79,,2018-02-28,188441,Large,10.98
Value,USD,397900000.0,4.55,4,1998-11-17,183788,Large,10.91
Blend,USD,553900000.0,1.58,4,2003-07-31,178019,Large,10.36
,USD,4070000.0,2.27,2,2015-05-31,90683,,1.83
Blend,USD,17690000.0,0.61,3,2012-05-01,84356,Large,12.1
Blend,USD,560870000.0,0.61,4,2012-11-07,57284,Large,7.71
Value,USD,1240000000.0,5.33,3,1995-12-28,125981,Medium,7.23
Value,USD,30650000.0,0.83,2,2012-12-25,211670,Large,2.45
Growth,USD,1610000000.0,0.0,4,2014-04-29,108080,Large,21.03
Growth,USD,45430000.0,0.4,2,2014-07-14,97271,Small,12.88
Value,USD,644930000.0,5.56,4,1999-03-25,121589,Large,1.28
Blend,USD,409070000.0,2.05,2,2008-10-28,187676,Large,7.76
Growth,USD,383610000.0,0.0,4,2000-10-31,107369,Medium,24.49
Value,USD,76330000.0,2.63,2,2009-09-29,119762,Large,13.74
Growth,USD,1900000000.0,0.0,1,1998-09-08,92159,Small,16.89
Blend,USD,40410000.0,0.0,2,2014-01-15,196928,Large,10.86
Value,USD,5300000000.0,1.49,4,1995-11-30,88145,Medium,2.06
Value,USD,578300000.0,1.91,3,2017-05-04,233918,Large,11.31
Value,USD,194230000.0,5.81,,1996-12-29,66581,Small,7.55
Value,USD,6350000000.0,2.14,4,2003-06-01,193319,Small,2.53
Value,USD,1160000000.0,0.71,3,1997-11-02,87389,Large,13.8
Growth,USD,1620000000.0,2.24,2,2015-08-27,210275,Small,2.0
Blend,USD,123880000.0,0.19,3,2013-01-01,26747,Small,16.19
Growth,USD,19080000.0,0.0,1,2011-12-18,101510,Small,14.51
Blend,USD,311950000.0,0.35,3,1931-05-05,170459,Large,12.81
Value,USD,118000000.0,1.69,2,2015-03-26,129167,Large,16.2
Value,USD,130910000.0,3.27,5,2014-07-27,39824,Medium,2.27
,USD,5360000000.0,6.08,5,2008-09-29,231902,,1.86
Blend,USD,110020000.0,1.46,,2011-09-18,184607,Large,9.68
Growth,USD,8770000000.0,0.18,5,2014-11-24,191375,Large,17.17
Blend,USD,152760000.0,0.11,2,2006-05-30,214460,Large,12.93
Value,USD,958760000.0,5.23,,2013-09-26,65339,Small,3.16
Value,USD,1640000000.0,3.41,3,2009-10-29,89279,Large,8.56
Blend,USD,195230000.0,0.67,1,2010-03-07,123722,Large,11.37
Blend,USD,915540000.0,2.4,2,1995-04-30,91529,Large,2.67
Blend,USD,124880000.0,3.02,2,2004-05-27,108350,Large,6.58
Value,USD,471370000.0,0.53,3,2002-02-03,115046,Large,14.33
Value,USD,2590000000.0,0.48,4,1996-07-22,76274,Small,13.45
Blend,USD,1470000000.0,2.0,3,2006-07-27,232406,Large,12.37
Value,USD,1250000000.0,1.18,3,2010-12-05,179513,Medium,0.86
Growth,USD,2750000000.0,0.0,,2009-11-01,132812,Medium,17.82
Blend,USD,137300000.0,2.69,3,2004-10-19,192608,Medium,2.62
Value,USD,2400000000.0,0.5,3,2002-07-31,95228,Small,10.91
