category,parent_company,fund_id,fund_name
Large Growth,Vanguard,aeee979c-37ed-4963-828b-50f7bd8a59fa,Vanguard Growth Index Fund Admiral Shares
Inflation-Protected Bond,MassMutual,cff47ebf-0f51-4cc1-bb03-7dc56c430eb3,MassMutual Premier Inflation-Protected and Income Fund Class R3
Large Growth,Laudus Funds,bb77280c-88a8-42f2-8f4d-ae6b85e960c2,Laudus U.S. Large Cap Growth Fund
Small Blend,Teton Westwood Funds,8f94ef91-c981-44e8-ac6a-a59f509f218d,TETON Westwood SmallCap Equity Fund Class AAA
Large Growth,MFS,3d4ca32d-94d7-4d38-b2ab-522d436e439c,MFS Growth Fund Class I
Equity Precious Metals,Rydex Funds,3b3b9ee4-dba7-489f-a127-a7df638fd5fb,Rydex Precious Metals Fund Class Investor
Mid-Cap Blend,Invesco,77f001cb-8cbb-42d5-9ae3-893d416bd7f5,Invesco Endeavor Fund Class R6
Muni National Short,Wells Fargo Funds,92446990-8c23-4c71-83c3-1322c598f9ad,Wells Fargo Strategic Municipal Bond Fund - Class Inst
Allocation - 30% to 50% Equity,Thrivent Funds,6addccbc-f54b-463d-9e22-799c2f122d09,Thrivent Diversified Income Plus Fund Class A
Target-Date 2055,Great-West Funds,58a81b5a-ee84-43ae-8d8d-68f4b23469c6,Great-West SecureFoundation Lifetime 2055 Fund Investor Class
Muni Single State Short,Dupree,dc9898db-84b3-412c-9fba-7e2b797e694c,Dupree Mutual Fund Kentucky Tax-Free Short-To-Medium Fund
Infrastructure,Invesco,0ccf8b94-be16-4d70-af14-cb80e623d7f8,Invesco Global Infrastructure Fund Class R5
Intermediate Government,Goldman Sachs,32d229ec-9e2d-41db-aa35-3dd6f45b3bb4,Goldman Sachs Government Income Fund Service Class
Target-Date 2040,MassMutual,efd8b889-adb7-48fb-933e-effbf61bf22b,MassMutual Select T. Rowe Price Retirement 2040 Fund Class M4
Mid-Cap Growth,Voya,8f8924d2-6f9d-4dd8-a897-51fe884b8757,Voya MidCap Opportunities Fund Class A
Allocation - 50% to 70% Equity,Wells Fargo Funds,18a2ab45-ea4b-4333-bd9e-0b9ac1bdf18c,Wells Fargo Growth Balanced Fund - Class A
Mid-Cap Value,American Beacon,95c74cdf-0ef8-4eac-8af9-a6089dc93221,American Beacon Mid-Cap Value Fund Investor Class
Foreign Large Growth,Davis Funds,eaf2f848-972d-4285-9b06-fa180f040b4d,Davis International Fund Class C
Allocation - 70% to 85% Equity,Saratoga,dca5e56b-ccc2-4484-955e-25d151371521,Saratoga Aggressive Balanced Allocation Portfolio Class A
Multialternative,UBS Asset Management,7d401a76-b074-43bd-b149-65e16b3249cf,PACE Alternative Strategies Investments Class A
Short-Term Bond,American Century Investments,44fe2112-06c7-4aa5-bb4f-73d0ba1e98d4,American Century Short Duration Fund Investor Class
Multicurrency,ProFunds,a66a94e0-f370-4b43-a153-148664778099,ProFunds Falling U.S. Dollar Fund Investor Class
Target-Date 2035,MFS,83522d7f-bc7e-4719-a8d2-759ec05c2a71,MFS Lifetime 2035 Fund Class R4
Large Blend,MFS,31f068be-dda1-4aa5-8f1a-39fa38f174e2,MFS Massachusetts Investors Trust Class R6
Large Value,Columbia,ec71f0b5-2500-475c-8989-0076a3914953,Columbia Disciplined Value Fund Class C
Muni Pennsylvania,BlackRock,beb96549-2ee6-41b1-8013-fccd5e2efe38,BlackRock Pennsylvania Municipal Bond Fund Investor C1 Shares
Muni Single State Interm,Sterling Capital Funds,4f2db09e-c9c3-40a7-b544-4c5218ae4ed5,Sterling Capital North Carolina Intermediate Tax-Free Fund Institutional Shares
Health,Eaton Vance,691e772f-21a5-495c-9f5a-21cdce13e48d,Eaton Vance Worldwide Health Sciences Fund Class C
Short-Term Bond,Transamerica,1c0d022e-19c0-451a-b3b4-2d66f1f6e00f,Transamerica Short-Term Bond Fund Class I
Inflation-Protected Bond,Federated,38125a54-7f51-4d0d-a5e0-26d36889c718,Federated Real Return Bond Fund Institutional Shares
Muni Ohio,Putnam,569c9004-7248-4758-8885-1049042b2581,Putnam Ohio Tax Exempt Income Fund Class M
Mid-Cap Growth,VALIC,296108cb-8b22-4e04-a37a-75e38af9848e,VALIC Company I Mid Cap Strategic Growth Fund
Large Growth,Guggenheim Investments,9471493f-be74-4ab6-a1aa-e029d55c1d42,Guggenheim Directional Allocation Fund Class I
Target-Date 2045,Goldman Sachs,e4538b34-a6b3-4e84-b06b-479c4c48614b,Goldman Sachs Target Date 2045 Portfolio Institutional Shares
Convertibles,Invesco,6cb284ce-d23e-41da-a932-dcebc8f41d4d,Invesco Convertible Securities Fund Class A
High Yield Bond,City National Rochdale,ed585408-7243-4227-b699-dc1dc26b77dc,City National Rochdale High Yield Bond Fund Class Servicing
Muni California Long,MFS,3ad145b8-d203-469e-9327-dda13697f135,MFS California Municipal Bond Fund Class B
World Large Stock,Thornburg,22bb1dcf-ee86-4f21-b5f4-60c932ab5049,Thornburg Global Opportunities Fund Class C
Nontraditional Bond,Metropolitan West Funds,75214019-f876-42a9-a316-328b759ac4ba,Metropolitan West Unconstrained Bond Fund Class M
Mid-Cap Blend,Dreyfus,49d51feb-cd02-40e6-b54a-4f2a0d5051dc,Dreyfus Mid Cap Index Fund Class I
Intermediate-Term Bond,Allianz Funds,e41f2c66-2c08-4f84-aca0-345d18367682,AllianzGI PerformanceFee Structured US Fixed Income Fund Institutional Class
Large Blend,MFS,3dc398f0-e2e6-4b42-9d26-afbe87bb2e24,MFS Equity Opportunities Fund Class R4
Intermediate-Term Bond,PGIM Funds (Prudential),0019d185-2b4c-416a-9e6b-0c25216edc08,PGIM Total Return Bond Fund -Class R
Target-Date 2060+,JPMorgan,3e17c134-1f98-44ae-ba3b-ffc1206e9997,JPMorgan SmartRetirement 2060 Fund Class R4
Small Value,Pzena,4fd00483-80b9-431f-95ae-9d07b3306370,Pzena Small Cap Value Fund Institutional Class
Large Value,John Hancock,265870b7-a70a-4980-aa78-0dd0d8716403,John Hancock Funds II Equity Income Fund Class 1
Mid-Cap Value,Dean Fund,c8b34973-2a5b-433e-9f48-f23a91246161,Dean Mid Cap Value Fund
Allocation - 50% to 70% Equity,Voya,7f70fded-1042-4c11-a012-2f12580aa829,VY T. Rowe Price Capital Appreciation Portfolio Class A
Nontraditional Bond,Janus Henderson,0cd827bb-c477-45da-9075-1ea01062ec95,Janus Henderson Absolute Return Income Opportunities Fund - R Shares
Large Blend,"Beck, Mack & Oliver",d79df932-8b64-4ff4-ad54-01f4c8acf6e5,"Beck, Mack & Oliver Partners Fund"
High Yield Bond,"Credit Suisse (New York, NY)",df76276a-3322-4e0f-9ee6-9a9ea96c2098,Credit Suisse Strategic Income Fund Class C Shares
Technology,Victory,658e9c40-30a7-477a-ad1f-a695efeb141f,Victory RS Science and Technology Fund Class Y
Diversified Emerging Mkts,AQR Funds,2741d10f-4338-4630-80d1-2c6450dd96c3,AQR Emerging Defensive Style Fund Class R6
Mid-Cap Growth,Motley Fool,83a21c5f-b234-45b1-a6a6-079bfba6058a,MFAM Mid Cap Growth Fund Institutional Shares
Allocation - 15% to 30% Equity,Voya,004d2905-f08a-4f6d-80da-6a890142228e,Voya Solution Conservative Portfolio Class R6
Mid-Cap Blend,Fidelity Investments,d75531fe-8ab9-4606-ae91-751daf755f74,Fidelity Extended Market Index Premium
Emerging Markets Bond,DWS,3c7a226f-d640-4251-9a58-a70d9e455bb5,DWS Emerging Markets Fixed Income Fund - Class Inst
Large Blend,SEI,645457e5-dbd6-416a-bd2e-431f3c525ee2,SEI Institutional Managed Trust Tax-Managed Large Cap Fund Class F
Technology,Columbia,44370ddf-00a0-42fe-b0b2-cf8aec7e2667,Columbia Global Technology Growth Fund Institutional Class
World Large Stock,Oakmark,ad6d0b7d-7c63-4578-b887-1db7a56261d8,Oakmark Global Fund Service Class
Allocation - 30% to 50% Equity,RESQ Funds,d85b0e55-e597-4f7b-b95f-c8c0570a8d0f,RESQ Strategic Income Fund Class C
Equity Energy,BlackRock,cd51e56e-8a23-4254-ac5b-56ab2f402bce,BlackRock All-Cap Energy & Resources Portfolio Institutional Class
Intermediate-Term Bond,Fidelity Investments,b63c52f1-f231-4bae-94c6-1ebafcfceb77,Fidelity US Bond Index Investor
Mid-Cap Value,American Beacon,d31f8868-6c37-4f9c-a83f-e5c09c6516b1,American Beacon Mid-Cap Value Fund Class A
Diversified Emerging Mkts,Calvert Research and Management,15525db6-dc90-450d-97d4-0f607ab67609,Calvert Emerging Markets Equity Fund Class R6
Short Government,Fidelity Investments,b47541b5-013d-4e39-8b2d-bd34a0c671f3,Fidelity Limited Term Government Fund
Intermediate-Term Bond,John Hancock,14694d63-095c-49bc-8e2d-5f7add29c1c0,John Hancock Bond Fund Class R2
Intermediate-Term Bond,Franklin Templeton Investments,fd5cc8e4-5e18-49ee-a51c-4ad69936bbc0,Franklin Total Return Fund Class R
Large Blend,Principal Funds,f7d741f1-0810-4221-b67d-a39b7bb2a8e8,Principal LargeCap S&P 500 Index Fund Institutional Class
Allocation - 50% to 70% Equity,Ivy Funds,db0680cb-73d6-4f8d-bb7a-92d5c7422d17,Ivy Balanced Fund Class R
Small Growth,Carillon Family of Funds,9668d2d0-a7fa-4fe6-ae50-8c83149efda1,Carillon Eagle Small Cap Growth Fund Class R5
Target-Date 2000-2010,Fidelity Investments,87225d54-56aa-4340-892b-beee7b859cfd,Fidelity Advisor Simplicity RMD 2005 Fund Class M
Large Value,Columbia,ed672170-3d7b-4517-a19d-41ca28de8534,Columbia Large Cap Value Fund Class A
Diversified Emerging Mkts,Franklin Templeton Investments,f0722dc8-5f1f-4117-81cd-416584654ffb,Templeton Emerging Markets Small Cap Fund Class A
Large Growth,MassMutual,495a66c9-7aae-45cf-92ad-feade18e2dad,MassMutual Premier Disciplined Growth Fund Class R5
High Yield Bond,Virtus,29730125-8510-42e1-8f05-b862322438af,Virtus Seix High Income Fund Class R6
High Yield Bond,Calamos,d2dd7f80-e19b-46cf-9f33-310a1bd689c8,Calamos High Income Opportunities Fund Class A
Small Blend,Orchard Capital Management,19e71af2-9ffc-46ac-a5be-f67438ee0fa8,Orchard Small Cap Value Fund Class N
Small Growth,Goldman Sachs,f6ceab97-0c72-43f9-84b5-26e86366fd54,Goldman Sachs Small Cap Growth Insights Fund Institutional Class
Foreign Large Blend,BlackRock,969f17ed-ca2c-4279-bd3a-48245e4dd6fe,BlackRock International Dividend Fund Service Shares
Target-Date 2015,Invesco,6f76bf9d-2342-4c0a-9d0f-89227bc756eb,Invesco Peak Retirement 2015 Fund Class A
Small Value,Transamerica,080a574d-4a9d-4edc-a631-02afd277425c,Transamerica Small Cap Value I3
Muni Single State Long,MFS,6a8ebf21-3721-4b0a-89de-b5ff38b79956,MFS West Virginia Municipal Bond Fund Class B
Large Growth,MFS,065d1bd6-6dd9-4a9d-bdfa-8b7898154e63,MFS Growth Fund Class C
Large Value,Legg Mason,fc3f79ce-28ce-45c4-8493-aa8f91275631,BrandywineGLOBAL - Dynamic US Large Cap Value Fund Class IS
Small Value,Intrepid Funds,1cb8c48d-4591-4430-8c09-a40a40eefc77,Intrepid Endurance Fund Investor Class
Target-Date 2035,Fidelity Investments,8e5fa816-4385-43cc-8b96-7980c99f6852,Fidelity Advisor Freedom 2035 Fund Class A
Small Blend,Wells Fargo Funds,1e2421a7-93ae-40fc-b5f6-f5d450982252,Wells Fargo Small Cap Value Fund - Class R6
India Equity,Franklin Templeton Investments,43ff0885-b181-4e1c-9a0a-792353a30ba6,Franklin India Growth Fund Class R6
Small Growth,Royce,84da76a8-6dd2-414f-a003-c48f98df27a5,Royce Smaller-Companies Growth Fund Service Class
Small Growth,Virtus,79e7f039-58bd-41da-9c01-dd06b31526ee,Virtus KAR Small-Cap Core Fund Class C
Target-Date 2035,Invesco,398a0e97-e255-4868-a93f-dfc4d303e459,Invesco Peak Retirement 2035 Fund Class R
Target-Date 2040,Nationwide,8575333e-1338-4a47-bbb3-aa062e92cf38,Nationwide Destination 2040 Fund Class C
Short-Term Bond,Columbia,7d4ddb2c-66e2-48c6-9c4c-9c5f9d0331b8,Columbia Limited Duration Credit Fund Advisor Class
Diversified Emerging Mkts,Dreyfus,87363681-f59b-4d47-b893-9e01c7258675,Dreyfus Global Emerging Markets Fund Class C
Allocation - 50% to 70% Equity,Franklin Templeton Investments,4232fc7f-213b-47ef-a96d-708151bf45da,Franklin Managed Income Fund Class A
Consumer Cyclical,Putnam,cab77ea3-cadf-4ce1-b329-30572f9b1c3e,Putnam Global Consumer Fund Class B
Allocation - 50% to 70% Equity,Virtus,c0ddb98b-2778-4c90-a525-d7819b3d3d95,Virtus Tactical Allocation Fund Class A
Pacific/Asia ex-Japan Stk,Invesco,aa0480f2-304d-4bad-801e-0b6a253e0b92,Invesco Asia Pacific Growth Fund Class A
Large Value,Federated,d20154d5-f473-4313-af2a-90133e0ea293,Federated Strategic Value Dividend Fund Class A Shares
High Yield Muni,American Funds,ce032ade-f50d-452a-922d-70e8cdb8c89e,American High-Income Municipal Bond Fund Class F-1
Muni National Short,Nuveen,44bb4ca1-5fa6-4694-a19a-6c3a01843cf2,Nuveen Limited Term Municipal Bond Fund Class I
Allocation - 30% to 50% Equity,Fidelity Investments,bfc9ca57-6383-49f0-a632-a20ff43a7644,Fidelity Asset Manager 50% Fund
Muni Massachusetts,Nuveen,5d6b4e93-8199-4d25-a82f-37de4f640e8b,Nuveen Massachusetts Municipal Bond Fund Class C
Allocation - 85%+ Equity,MFS,47aafa93-79ff-4c88-8f2b-00133f30940a,MFS Aggressive Growth Allocation Fund Class 529C
Short-Term Bond,Principal Funds,4b37f1f3-a21f-476e-95aa-8e539a774f73,Principal Short-Term Income Fund Institutional Class
Pacific/Asia ex-Japan Stk,Matthews Asia Funds,5cd65da0-9df7-4017-a0e8-75da8b2b4585,Matthews Asia Focus Fund Institutional Class
High Yield Bond,MFS,d084fd89-59ff-43d8-bca2-c3b5c11d31d7,MFS High Income Fund Class R2
Health,Hartford Mutual Funds,34701d05-600c-4f45-9d56-7e57f6ceaa76,The Hartford Healthcare Fund Class R4
Small Blend,Affinity,35bb599e-c527-4aaf-85f0-8316cb412b1b,Affinity Small Cap Fund Class I
Market Neutral,AQR Funds,34fb1655-e048-4bc9-acdf-fbdc7ae0f3ff,AQR Diversified Arbitrage Fund Class I
Foreign Large Value,Hartford Mutual Funds,b40b9d39-d1ff-41b7-b6c7-ed20f06971c5,Hartford International Value Fund Class A
Mid-Cap Value,Victory,4effd741-87d2-4a16-b085-4cde94d85e0a,Victory Sycamore Established Value Fund Class R
Large Growth,JPMorgan,0b7503ef-e8a6-43f8-b157-b00982adde01,JPMorgan Growth Advantage Fund Class R3
World Allocation,Wilmington Funds,4e08725e-b4fb-402f-a72d-a53c592dfc9f,Wilmington Real Asset Fund Class A
Trading - Leveraged Equity,Rydex Funds,c4f2d151-10ee-4df9-b8b3-2a14f5134ddc,Rydex Europe Advantage Fund Class C
Target-Date 2050,Invesco,3a17505e-037e-4a6c-aea4-a86dff04e206,Invesco Balanced-Risk Retirement 2050 Fund Class R6
Large Growth,MFS,db3b2bf5-b030-4644-ad32-2e46428decc7,MFS Growth Fund Class A
Large Blend,Invesco,efd6720c-dac6-48be-9ee1-8968fd0f856c,Invesco Charter Fund Class S
Tactical Allocation,Columbia,cec7110a-1150-45f8-ba48-cbca306f7317,Columbia Adaptive Risk Allocation Fund Class A
Long-Short Credit,Dunham Funds,a2eab8e4-a0a8-400a-9a1f-b9b655593e2d,Dunham Long/Short Credit Fund Class N
Muni National Interm,Transamerica,6a3df9ac-6fbd-4046-be3a-4cd95622aa2b,Transamerica Intermediate Muni I2
Miscellaneous Region,Commonwealth Intl Series Tr,b0457912-2623-4227-8402-16c4b14dddd5,Commonwealth Africa Fund
Inflation-Protected Bond,Harbor,8bbd1c50-38a9-4d05-aac6-52d4381599cc,Harbor Real Return Fund Institutional Class
Intermediate-Term Bond,DWS,7a7251b4-ffe4-43fd-ac6e-f5fad3eec288,DWS Total Return Bond Fund - Class Inst
Large Growth,Pioneer Investments,4a72deef-34eb-4b19-a589-0766d0d5fc78,Pioneer Fundamental Growth Fund Class A
Short-Term Bond,AllianceBernstein,00b0c827-11fa-43c2-bc8b-8f015a15641d,AB Short Duration Portfolio Class C
Utilities,Wells Fargo Funds,958905d1-7074-432f-b6b4-01b6306784da,Wells Fargo Utility and Telecommunications Fund - Class Admin
Target-Date 2045,MassMutual,d84e338d-543a-4df9-a7df-73f61c5a621a,MassMutual RetireSMART by JPMorgan 2045 Fund Administrative Class
Short-Term Bond,DWS,63c62f6c-af0d-4736-9c23-f906e887df3f,DWS Short Duration Fund - Class Inst
Large Blend,Voya,e780e83b-904e-4460-8c1d-75c4f5e12a48,Voya Corporate Leaders 100 Fund Class R6
Target-Date 2030,John Hancock,7f0718a8-406e-4553-a184-7d73c0421f7f,John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class A
Large Blend,Homestead,71bd0e44-15d0-4d55-a9a8-7cb15c260144,Homestead Stock Index Fund
Corporate Bond,Miller Investment,27a5f9aa-c70d-4c9b-ac89-f8eea7ea4270,Miller Intermediate Bond Fund Class A
Allocation - 50% to 70% Equity,BlackRock,219d9603-602e-4878-8bcf-a349cc693fe3,BlackRock Balanced Capital Fund Investor C Shares
Foreign Large Growth,RBC Global Asset Management.,7bb155a4-6040-4854-94cd-629bbcaf949c,RBC International Opportunities Fund Class I
Allocation - 30% to 50% Equity,Madison Funds,f5c2d824-8e55-46ef-a18a-5e78647d7d0f,Madison Conservative Allocation Fund Class A
Pacific/Asia ex-Japan Stk,Columbia,e808b58f-8846-4de4-9515-f77eb4ddde97,Columbia Contrarian Asia Pacific Fund Institutional 2 Class
Small Value,JPMorgan,1d4b5952-de8f-45f3-9157-170323bd901f,Undiscovered Managers Behavioral Value Fund Class I
Small Growth,Meridian,6ba24551-3248-47b4-acb0-571fd82bb191,Meridian Small Cap Growth Fund Investor Shares
Large Value,AMG Funds,6beb4216-3d09-46ef-8a7a-05c1ebccd657,AMG River Road Dividend All Cap Value Fund Class I
Large Value,Primary Trend,eb40dcf4-b2e4-4937-acfa-edb50655361d,Sims Total Return Fund
Allocation - 30% to 50% Equity,Invesco,cd37fae4-d23f-4c14-8836-86d33a53a41d,Invesco Income Allocation Fund Class C
Mid-Cap Growth,Alger,6a339be1-9795-4ebe-8978-7ad2581f11b6,Alger SMid Cap Focus Fund Class I
Diversified Emerging Mkts,DWS,8ef730bf-e015-4263-a7a4-603e49c9d93f,DWS Emerging Markets Equity Fund - Class A
World Large Stock,Commonwealth Intl Series Tr,5cf90980-e719-409f-980b-302b69eb2c6b,Commonwealth Global Fund
Tactical Allocation,PGIM Funds (Prudential),f4e128a4-007b-489d-ba46-77b744438250,PGIM Income Builder Fund-Class C
Large Value,John Hancock,174e3003-0e87-45db-9229-e48e59949f35,John Hancock Classic Value Fund Class R2
World Bond,Franklin Templeton Investments,d8f88690-a72f-43a9-89a5-8b8e92406776,Templeton International Bond Fund Class C
Large Value,American Century Investments,135aec33-cda3-4b24-9a1d-5cc3226a6a1a,American Century Equity Income Fund R5 Class
Intermediate-Term Bond,Transamerica,85b7a95b-9a59-4145-8f6c-377280586e61,Transamerica Bond Class R6
Natural Resources,MainStay,80071a38-0b35-4142-aa46-b017ef7eb31e,MainStay Cushing Renaissance Advantage Fund Class I
Large Value,MFS,bdb8786d-ac4d-4695-bbc0-48d245424965,MFS Value Fund Class R1
Health,BlackRock,97b8d9aa-dba2-4a13-9d27-2f052f051e45,BlackRock Health Sciences Opportunities Portfolio Service Shares
Mid-Cap Blend,Janus Henderson,6416ea1a-f907-4264-b4db-6763f18edca4,Janus Henderson Contrarian Fund Class R
Trading - Leveraged Equity,Rydex Funds,4a52c584-75a2-408f-81bc-36ef4eefa7c1,Rydex Russell 2000 2x Strategy Fund Class C
Small Blend,Empiric Funds,e41fd91d-2db3-46b6-8866-b2df754fda08,Empiric 2500 Fund Class C
Large Blend,Legg Mason,733b39e3-6d1a-4803-9418-f09e678b6f3e,ClearBridge Dividend Strategy Fund Class C
Mid-Cap Growth,Transamerica,92955504-186f-42f9-98a3-6c45e9329c13,Transamerica Mid Cap Growth A
Muni National Interm,Transamerica,fa13370b-e7f3-4802-b9e1-4af07c6b3083,Transamerica Intermediate Muni Adv
Small Value,Principal Funds,9e6bfb87-309a-4d66-9626-be3ee68314f8,Principal SmallCap Value Fund II R-4 Class
Diversified Emerging Mkts,Victory,b302f607-d328-43eb-b058-04689d4a844b,Victory Expedition Emerg Mkts Sm Cap I
Muni National Long,Invesco,71fd66a6-5d1b-43fb-9cd5-efe561e37cdd,Invesco Municipal Income Fund Class R6
Europe Stock,Vanguard,aa8c5589-8e68-4ff3-b606-c5a5791450ab,Vanguard European Stock Index Fund Institutional Plus Shares
Foreign Large Growth,Baillie Gifford Funds,4bb9d0ea-34c0-46ca-94ec-4d9072b6277b,Baillie Gifford The EAFE Pure Fund Class K
Intermediate-Term Bond,Natixis Funds,3803719b-89fa-4f6b-b752-6339edb3de58,Loomis Sayles Investment Grade Bond Fund Class N
Muni Minnesota,Columbia,2f14c8d1-962d-48e0-a626-22e790d1df50,Columbia Minnesota Tax-Exempt Fund Class C
Target-Date 2030,Columbia,6863e819-ac73-4ce7-b51b-1c9054f9593d,RiverSource Retirement Plus 2030 R5
Health,Kinetics,e1985167-730e-40e1-889f-7c186dbf8f1e,Kinetics Medical Fund No Load Class
Allocation - 50% to 70% Equity,Poplar Forest Capital,99e95a71-3356-473d-8f60-28524c431db1,Poplar Forest Cornerstone Fund Institutional Class
Allocation - 70% to 85% Equity,Prospector Funds,5419168c-c9e4-4817-832d-ffbfda4d4b8e,Prospector Capital Appreciation Fund
Muni Single State Long,Franklin Templeton Investments,e1fef5d5-f736-4d2a-a538-a4093e7e8d68,Franklin Virginia Tax Free Income Fund Class C
Emerging Markets Bond,DWS,afa944e0-4d40-4265-8a28-5568b521685b,DWS Emerging Markets Fixed Income Fund - Class A
Allocation - 30% to 50% Equity,MainStay,5c82d1b6-dad5-4ad3-92dc-6802fd998b46,MainStay Conservative Allocation Fund Class R3
World Large Stock,Neuberger Berman,57a833fa-34fd-4449-b017-e3449a2d7d0e,Neuberger Berman Global Equity Fund Class C
Intermediate-Term Bond,Lord Abbett,bd23f201-78b2-43d7-9311-648fed98f408,Lord Abbett Core Fixed Income Fund Class F
Mid-Cap Growth,Columbia,9ad70619-c8c2-46d3-943c-bb4b13573fb4,Columbia Acorn Fund Advisor Class
World Allocation,Voya,61c347ca-429b-4569-8d36-9d6c61fadc87,Voya Global Diversified Payment Fund Class I
Intermediate Government,AMG Funds,b605c44b-cabf-4ee8-9d1e-0f50923c8f0c,AMG Managers Amundi Intermediate Government Fund Class N
Muni Single State Short,Capital Group,fc3f4dd6-32a8-4956-90d7-0a0de316ac0f,Capital Group California Short-Term Municipal Fund
World Bond,PIMCO,9319f45a-bb4c-449d-81e3-6d529e76ccab,PIMCO International Bond Fund (Unhedged) Class I-2
Target-Date 2040,PGIM Funds (Prudential),8e2a3aa2-ae68-40e0-924b-7d45ec559e9e,Prudential Day One 2040 Fund Class R6
Mid-Cap Growth,Neuberger Berman,459fe7af-dbb4-402d-904c-358d4ea516d8,Neuberger Berman Mid Cap Growth Fund Class A
Diversified Emerging Mkts,Dreyfus,e9e2995a-038f-4b47-b179-05a2e8294391,Dreyfus Strategic Beta Emerging Markets Equity Fund Class Y
World Allocation,OppenheimerFunds,d8693f6e-071f-40fe-91c8-dfc40cc859b2,Oppenheimer Global Allocation Fund Class Y
Large Growth,Wells Fargo Funds,4218eea2-62a9-4c55-aed1-583f8648fac5,Wells Fargo Capital Growth Fund - Class Admin
Preferred Stock,Salient Funds,971e8139-bf82-4f23-be75-f87abf3bb1bb,Salient Select Income Fund Class C
Allocation - 50% to 70% Equity,Voya,4cf8f7dc-bd98-4022-9cd5-56d442e83742,VY Invesco Equity and Income Portfolio Class I
Equity Precious Metals,First Eagle,aceec25a-0023-48f1-b855-42f87095cd23,First Eagle Gold Fund Class A
Allocation - 50% to 70% Equity,Invesco,8751c9ef-daca-4ce5-b5f0-675f474560fb,Invesco Equity and Income Fund R5 Class
Small Value,American Independence,c49d4deb-d70e-4116-b053-dfb9bdf23ddc,American Indep Hillcrest Small Cap Val I
Tactical Allocation,Putnam,71e3b96e-5a93-467d-809e-fd22478c7e53,Putnam PanAgora Risk Parity Fund Class R6
Allocation - 50% to 70% Equity,American Funds,184b740f-6bf1-4552-a4f4-604713b5f609,American Funds Retirement Income Portfolio - Enhanced Class R-2E
Target-Date 2020,KP Funds,1a8c096a-142f-4252-ad03-e74db92d3747,KP Retirement Path 2020 Fund Institutional Shares
Allocation - 50% to 70% Equity,JPMorgan,ef4b63b3-22cf-475a-8d95-b13824694622,JPMorgan Investor Balanced Fund Class A
World Large Stock,John Hancock,691c747b-d267-47a9-87eb-689cd17745de,John Hancock Funds Global Equity Fund Class A
Allocation - 50% to 70% Equity,Columbia,22af156a-c3a7-4aff-a646-731e06a9b036,Columbia Capital Allocation Moderate Aggressive Portfolio Institutional 2 Class
Large Value,Goldman Sachs,c78cca0b-fec3-4828-850a-facfcec3ceb1,Goldman Sachs Large Cap Value Fund Investor Class
Mid-Cap Growth,Nationwide,2dce340a-be10-497d-845f-c728b1681e5d,Nationwide Geneva Mid Cap Growth Fund Class C
World Allocation,Janus Henderson,fc34bd3a-acf1-4a97-a129-0e47ff7eaa9a,Janus Henderson Global Allocation Fund - Moderate Class C
Real Estate,Manning & Napier,326f627c-c8cc-4288-8705-e3bff5341d0c,Manning & Napier Real Estate Series Class I
Large Value,Lord Abbett,ca5317bf-6908-49c5-89aa-bf079bf27a52,Lord Abbett Affiliated Fund Class A
Muni Massachusetts,Columbia,46e4030f-4595-4004-b870-842b41b66ad2,Columbia AMT-Free Massachusetts Intermediate Muni Bond Fund Institutional 2 Class
Mid-Cap Growth,Tocqueville,154e5ff3-0e25-4682-9182-735b2499f312,Tocqueville Opportunity Fund
Emerging-Markets Local-Currency Bond,Lord Abbett,474c0a89-c2c0-4cec-bab2-8538a803d4c6,Lord Abbett Emerging Markets Local Bd R6
Foreign Large Blend,Principal Funds,7eb8be6a-aa42-47f5-9113-39b4e9542d1d,Principal Diversified International Fund R-5 Class
Small Blend,Invesco,ac1f3b4b-a521-451b-9e1a-d934e3ee5e11,Invesco Small Cap Equity Fund Class C
Target-Date 2020,BlackRock,98856701-e79a-475d-b051-9f0199d687e3,BlackRock LifePath Smart Beta 2020 Fund Institutional Shares
Target-Date 2025,Invesco,d7556ebc-fe35-459d-a62e-eb0dbc229432,Invesco Peak Retirement 2025 Fund Class R5
Mid-Cap Value,American Beacon,dc913d8f-16e8-4ce1-9086-16747c314214,American Beacon Shapiro SMID Cap Equity Fund Y Class
Intermediate-Term Bond,MassMutual,9caa08d2-2ef5-4952-a71a-048f11a0cb07,MassMutual Select Total Return Bond Fund Class R5
Small Blend,Empiric Funds,c03b67aa-41ac-47a7-9c13-b7ad6b9d2e6b,Empiric 2500 Fund Class A
Target-Date 2045,TIAA Investments,b018b863-9677-4328-aef7-e325e0aa7a7a,TIAA-CREF Lifecycle 2045 Fund Premier Class
World Large Stock,Vanguard,1c467226-f50e-4118-9c99-4fac07fff2db,Vanguard Global Equity Fund Investor Shares
Large Value,American Century Investments,9e78ee62-74d1-426e-bebe-74c91bc421ea,American Century NT Large Company Value Fund G Class
Allocation - 30% to 50% Equity,Janus Henderson,d32a49fa-1c84-40d8-ba43-f40b4fb51117,Janus Henderson Value Plus Income Fund Class N
Small Value,Janus Henderson,0abd7321-e051-45f3-932c-ac7d2fba2a6c,Janus Henderson Small Cap Value Fund Class T
Large Growth,Goldman Sachs,96365e55-2ebb-4c06-b1f0-da0d6bf20643,Goldman Sachs Capital Growth Fund Class R
