bb_rating,us_govt_bond_rating,below_b_rating,others_rating,maturity_bond,b_rating,tag,a_rating,aaa_rating,aa_rating,bbb_rating,duration_bond
0.0,0.0,0.0,0.0,,0.0,112994,0.0,0.0,0.0,0.0,
1.18,0.0,0.54,16.74,9.07,0.29,179126,29.22,6.22,30.39,15.41,7.45
0.0,0.0,0.0,0.0,,0.0,160685,0.0,0.0,0.0,0.0,
12.43,0.0,1.84,46.06,3.41,11.59,162611,0.83,19.78,0.09,7.38,3.5
0.0,0.0,0.0,0.0,,0.0,185129,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,160298,0.0,0.0,0.0,0.0,
1.11,0.0,1.12,0.0,,0.0,44378,34.35,14.75,12.55,36.12,6.8
,,,,,,152234,,,,,
0.79,0.0,0.68,6.25,3.25,0.57,178649,6.68,67.35,13.67,4.01,2.94
28.18,0.0,13.33,3.43,9.35,15.5,106946,2.52,21.26,2.75,13.03,5.57
0.0,0.0,0.0,0.0,,0.0,72224,0.0,0.0,0.0,0.0,
42.24,0.0,10.79,0.0,4.17,45.58,67463,0.0,0.0,0.0,1.39,3.21
10.05,0.0,2.97,-0.81,,10.82,84518,3.33,66.18,0.64,6.82,13.25
0.0,0.0,0.0,0.0,,0.0,31274,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,193805,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,117440,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81341,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,158867,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,34595,0.0,0.0,0.0,0.0,
11.27,0.0,1.94,0.48,8.55,7.3,37745,11.41,42.76,6.02,18.82,5.52
0.0,0.0,0.0,0.0,,0.0,118853,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,142109,0.0,0.0,0.0,0.0,
10.55,0.0,0.0,-0.01,13.36,0.82,140597,30.26,41.09,2.18,15.11,7.91
0.0,0.0,0.0,0.0,,0.0,65078,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,152081,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,176588,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,137429,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,199565,0.0,0.0,0.0,0.0,0.43
0.0,0.0,0.0,0.0,,0.0,160361,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,75410,0.0,0.0,0.0,0.0,
2.27,0.0,0.0,14.96,8.96,1.21,62450,5.23,63.91,5.47,6.95,5.59
0.0,0.0,0.0,0.0,,0.0,121049,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,177596,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81593,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,83555,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.63,13.58,0.0,86840,40.79,19.25,21.9,16.44,6.49
0.0,0.0,0.0,0.0,,0.0,30770,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81215,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,75140,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.67,0.0,181619,0.0,0.0,0.0,0.0,0.74
0.0,0.0,0.0,0.0,,0.0,73772,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,177902,0.0,0.0,0.0,0.0,
8.02,0.0,1.15,2.83,7.38,5.88,111743,20.8,46.81,1.5,13.01,5.9
5.25,0.0,0.01,1.58,8.84,0.83,126863,15.96,49.64,6.89,19.84,6.21
42.29,0.0,3.14,3.7,,39.73,73178,2.71,0.66,0.0,7.78,1.99
0.0,0.0,0.0,0.0,,0.0,60227,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,246491,0.0,0.0,0.0,0.0,
2.16,0.0,0.15,2.59,,0.41,217952,3.64,82.84,0.76,7.43,
2.04,0.0,0.27,3.57,8.96,2.65,165446,6.22,63.36,3.72,18.18,6.02
0.0,0.0,0.0,0.0,,0.0,84824,0.0,0.0,0.0,0.0,
31.86,0.0,4.66,5.13,5.26,51.85,75986,0.0,0.0,0.0,6.5,0.19
0.0,0.0,0.0,0.0,7.54,0.0,85832,18.97,53.32,2.71,25.0,5.63
1.06,0.0,0.03,0.16,,0.43,204515,4.44,87.91,1.66,4.31,3.04
0.0,0.0,0.0,0.0,,0.0,45647,0.0,0.0,0.0,0.0,
2.47,0.0,0.11,0.04,2.14,2.35,87542,18.86,26.7,13.8,35.67,1.7
0.0,0.0,0.0,0.0,,0.0,75266,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,107693,0.0,0.0,0.0,0.0,
0.0,0.0,0.1,0.25,,0.0,195461,9.2,79.49,7.93,3.03,2.51
0.0,0.0,0.0,0.0,,0.0,202616,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,39428,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,82943,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.64,0.0,184922,0.0,0.0,0.0,0.0,0.84
0.0,0.0,0.0,0.0,,0.0,165959,0.0,0.0,0.0,0.0,
1.53,0.0,0.32,-0.31,,1.24,91682,7.7,76.62,1.39,11.51,5.36
1.62,0.0,0.34,2.02,4.49,0.5,32858,19.8,15.52,52.0,8.2,3.85
0.45,0.0,0.0,0.21,8.0,0.0,28412,13.56,2.38,58.03,25.37,5.41
1.1,0.0,0.0,7.26,1.85,0.11,252710,25.81,11.37,37.99,16.35,1.45
0.0,0.0,0.0,0.0,,0.0,32327,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,244079,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,176777,0.0,0.0,0.0,0.0,
3.17,0.0,0.35,1.58,6.14,5.19,138977,8.04,63.21,4.62,13.82,4.67
0.0,0.0,0.0,0.0,,0.0,214343,0.0,0.0,0.0,0.0,
1.15,0.0,0.01,15.19,8.19,0.64,116000,12.6,47.64,3.75,19.02,5.79
10.3,0.0,0.34,65.36,,7.94,183428,4.25,0.0,0.0,11.81,2.0
0.0,0.0,0.0,0.0,,0.0,200618,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102671,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,97955,0.0,0.0,0.0,0.0,
5.15,0.0,0.0,6.11,19.12,1.74,172691,9.41,21.46,45.48,10.65,7.29
0.0,0.0,0.0,0.0,,0.0,164294,0.0,0.0,0.0,0.0,
9.94,0.0,1.69,5.2,7.16,7.35,125027,10.35,25.78,13.18,26.51,4.73
0.0,0.0,0.0,0.0,3.8,0.0,85355,0.0,100.0,0.0,0.0,3.6
12.61,0.0,2.31,0.09,7.33,11.13,131786,5.9,46.64,3.0,18.33,4.69
0.0,0.0,0.0,0.0,8.26,0.0,224144,10.12,72.31,3.8,13.77,5.94
5.63,0.0,0.45,5.17,,3.77,184328,16.54,43.64,6.9,17.91,5.74
5.89,0.0,1.25,0.24,6.12,6.95,131003,19.09,33.34,4.45,28.79,4.74
0.0,0.0,0.0,0.0,,0.0,209978,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,76409,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,194174,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,174167,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,70370,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,200933,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,103724,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,198314,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,219266,0.0,0.0,0.0,0.0,
3.55,0.0,0.03,4.25,2.72,0.24,92537,37.57,9.57,36.7,8.09,2.25
0.0,0.0,0.0,0.0,,0.0,135404,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,139526,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,39518,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,40805,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,162665,0.0,0.0,0.0,0.0,
10.01,0.0,2.99,0.2,,10.91,95426,3.17,66.02,0.6,6.11,13.38
25.91,0.0,25.3,1.8,,44.38,161495,0.0,0.0,0.0,2.6,3.6
0.0,0.0,0.0,0.0,,0.0,93878,0.0,0.0,0.0,0.0,
1.97,0.0,0.33,-1.0,,1.38,90935,11.72,67.75,1.71,16.14,5.76
9.43,0.0,2.93,5.76,6.84,9.8,133874,13.97,39.73,6.1,12.27,4.96
0.0,0.0,0.0,0.0,,0.0,78254,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,164996,0.0,0.0,0.0,0.0,
5.43,0.0,0.02,-0.62,,0.29,79433,14.07,66.25,0.44,14.12,5.57
0.0,0.0,0.0,0.0,,0.0,223667,0.0,100.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,186587,0.0,0.0,0.0,0.0,
3.02,0.0,0.47,1.57,2.4,2.55,123839,27.07,15.36,7.27,42.7,1.58
0.0,0.0,0.0,0.0,,0.0,151145,0.0,0.0,0.0,0.0,
2.4,0.0,0.47,-1.12,,1.88,90827,11.21,67.66,1.56,15.94,6.44
0.0,0.0,0.0,0.0,,0.0,163808,0.0,0.0,0.0,0.0,
35.3,0.0,8.0,11.4,3.35,35.1,138338,0.0,0.0,0.0,10.2,2.85
1.85,0.0,0.72,2.65,,1.28,54737,14.95,55.28,3.65,19.61,
0.03,0.0,0.0,-1.19,8.18,0.0,122237,11.73,71.52,2.79,15.12,5.8
0.0,0.0,0.0,0.0,0.01,0.0,180971,0.0,0.0,0.0,0.0,0.14
0.0,0.0,0.0,0.0,,0.0,100421,0.0,0.0,0.0,0.0,
3.51,0.0,0.0,0.21,4.64,1.8,113480,6.16,83.19,0.0,5.13,4.38
0.0,0.0,0.0,0.0,,0.0,41660,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.18,,0.0,38762,4.94,85.04,9.84,0.0,1.73
0.0,0.0,0.0,0.0,,0.0,184022,0.0,0.0,0.0,0.0,
50.0,0.0,1.55,10.38,,32.89,69677,0.0,0.0,0.0,5.17,3.74
,,,,,,111545,,,,,
0.0,0.0,0.0,0.0,,0.0,117008,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,184013,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,172052,0.0,0.0,0.0,0.0,
11.73,0.0,1.59,0.96,8.64,7.81,158399,7.98,49.84,3.83,16.24,4.43
6.88,0.0,0.51,9.47,10.35,2.14,220499,14.8,38.89,9.99,17.31,4.62
0.0,0.0,0.0,0.0,,0.0,29690,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,228095,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,243863,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,230957,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,70019,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,132209,0.0,0.0,0.0,0.0,
21.8,0.0,9.5,0.0,6.25,0.0,142082,8.3,12.1,2.1,46.2,4.62
0.0,0.0,0.0,0.0,,0.0,153305,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,43361,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,239318,0.0,0.0,0.0,0.0,
3.18,0.0,0.9,0.06,,3.44,250613,12.42,57.18,3.65,19.16,4.76
0.0,0.0,0.0,0.0,,0.0,250811,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,179963,0.0,0.0,0.0,0.0,
7.53,0.0,1.69,4.85,6.74,5.52,130967,10.71,52.74,4.72,12.24,4.57
36.09,0.0,9.13,1.41,,42.96,92294,0.0,0.0,0.0,10.41,
0.0,0.0,4.9,0.0,,1.1,32777,13.7,58.7,10.1,11.5,5.77
0.0,0.0,0.0,0.0,,0.0,37142,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,196532,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102896,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,1.85,0.0,231884,10.34,70.77,4.77,14.12,1.17
0.0,0.0,0.0,0.0,,0.0,69074,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,8.76,0.0,180539,0.0,0.0,0.0,0.0,2.01
37.61,0.0,8.94,0.52,5.02,33.33,108089,4.94,3.75,1.6,9.31,4.19
0.0,0.0,0.0,0.0,,0.0,238157,0.0,0.0,0.0,0.0,
41.19,0.0,13.9,2.49,4.79,41.44,137987,0.0,0.0,0.0,0.98,3.44
13.15,0.0,3.5,5.26,10.5,25.86,63395,13.29,6.27,12.64,20.03,3.29
0.0,0.0,0.0,0.0,,0.0,214253,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,212804,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,63584,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,138095,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,156896,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,106397,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,161324,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,192581,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,77273,0.0,0.0,0.0,0.0,
0.45,0.0,0.0,0.21,8.0,0.0,28358,13.56,2.38,58.03,25.37,5.41
0.0,0.0,0.0,0.0,,0.0,163664,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,71180,0.0,0.0,0.0,0.0,
17.4,0.0,0.0,0.98,3.97,17.44,228671,22.09,0.81,7.9,33.37,-1.97
4.0,0.0,1.9,4.07,10.81,1.78,123902,7.23,64.3,2.82,13.9,5.37
36.7,0.0,13.0,0.16,6.66,47.41,55601,0.0,2.73,0.0,0.0,4.27
0.0,0.0,0.0,0.0,,0.0,222758,0.0,0.0,0.0,0.0,
3.6,0.0,1.95,2.86,,1.45,211157,11.55,54.49,8.6,15.5,5.87
0.0,0.0,0.0,0.0,,0.0,72683,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,225494,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,146447,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,232037,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,58625,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.18,6.91,0.0,27737,0.0,98.53,0.29,0.0,5.1
0.0,0.0,0.0,0.0,,0.0,64457,0.0,0.0,0.0,0.0,
11.57,0.0,3.94,1.09,,14.37,56555,2.06,62.24,0.6,4.13,3.67
0.0,0.0,0.0,0.0,,0.0,45332,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,4.87,0.0,198809,0.0,0.0,0.0,0.0,0.51
0.0,0.0,0.0,0.0,,0.0,158273,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,175238,0.0,0.0,0.0,0.0,
11.05,0.0,5.96,51.0,20.96,10.89,171368,1.48,3.19,8.22,8.22,9.54
4.1,0.0,1.7,6.0,7.6,4.1,201977,12.1,40.3,3.8,27.9,5.5
10.27,0.0,3.38,4.77,6.44,11.25,133775,15.88,35.51,6.54,12.4,4.6
0.0,0.0,0.0,0.0,,0.0,220886,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81566,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,66401,0.0,0.0,0.0,0.0,
17.08,0.0,2.48,0.74,8.29,11.75,150272,8.38,35.95,4.43,19.19,4.49
10.58,0.0,2.99,12.71,19.9,11.43,151577,14.19,7.6,13.07,27.44,7.42
0.0,0.0,0.0,0.0,,0.0,28673,0.0,0.0,0.0,0.0,
3.35,0.0,0.54,2.35,5.86,0.86,36008,23.68,17.25,39.78,12.19,4.39
0.0,0.0,0.0,-0.15,,0.0,195542,25.93,55.45,10.23,8.55,0.2
0.0,0.0,0.0,0.0,2.82,0.0,58301,43.09,4.53,33.77,18.61,
4.88,0.0,0.79,23.75,9.95,3.9,52487,6.59,29.35,8.84,21.9,6.7
14.26,0.0,5.06,0.0,5.42,80.68,118313,0.0,0.0,0.0,0.0,0.09
12.0,0.0,1.81,4.22,7.82,9.52,230093,13.84,33.6,8.16,16.85,4.54
3.73,0.0,3.32,4.48,8.09,3.38,151910,13.54,41.42,6.1,24.03,5.81
0.0,0.0,0.0,0.0,,0.0,223649,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,145205,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,108845,0.0,0.0,0.0,0.0,
9.21,0.0,0.22,7.76,,3.83,184706,33.41,3.17,15.99,26.4,3.33
0.0,0.0,0.0,0.0,,0.0,133802,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,142928,0.0,0.0,0.0,0.0,
1.23,0.0,0.62,0.0,16.8,0.0,90062,10.24,22.76,60.16,4.99,4.1
0.0,0.0,0.0,0.0,,0.0,178055,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,27008,0.0,0.0,0.0,0.0,
0.03,0.0,0.0,0.07,,0.0,86921,7.54,83.51,2.98,5.87,5.15
0.0,0.0,0.0,0.0,,0.0,57833,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,124730,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,166616,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,222983,0.0,0.0,0.0,0.0,
52.02,0.0,2.54,2.56,,33.9,82070,0.0,0.0,0.0,8.97,2.71
0.0,0.0,0.0,0.0,,0.0,185363,0.0,0.0,0.0,0.0,
5.86,0.0,1.22,1.98,5.47,6.1,87866,8.64,56.52,5.01,14.67,3.68
0.0,0.0,0.0,0.0,,0.0,97001,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,104993,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,36539,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,42047,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,253187,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,206918,0.0,0.0,0.0,0.0,
1.15,0.0,0.01,15.19,8.19,0.64,227798,12.6,47.64,3.75,19.02,5.79
1.81,0.0,0.16,0.1,,0.65,207170,8.21,75.6,2.54,10.93,4.36
5.81,0.0,2.1,0.35,2.35,5.33,143441,7.51,38.57,7.39,32.95,2.16
0.0,0.0,0.0,0.0,,0.0,130229,0.0,0.0,0.0,0.0,
7.76,0.0,1.27,5.18,8.0,3.77,94472,10.2,18.54,28.73,24.55,5.6
0.0,0.0,0.0,0.0,,0.0,110870,0.0,0.0,0.0,0.0,
0.26,0.0,0.0,-0.74,8.26,0.0,32732,1.24,97.28,1.17,0.79,7.42
0.0,0.0,0.0,0.0,,0.0,114758,0.0,0.0,0.0,0.0,
6.43,0.0,0.47,1.21,11.78,6.19,174797,7.64,45.04,19.25,13.77,5.33
0.0,0.0,0.0,0.0,,0.0,109394,0.0,0.0,0.0,0.0,
4.73,0.0,0.26,0.16,,2.48,78803,14.81,59.0,0.7,17.86,3.2
0.0,0.0,0.0,0.0,,0.0,119573,0.0,0.0,0.0,0.0,
12.22,0.0,1.55,0.89,10.86,18.13,170162,7.82,29.87,15.35,14.17,4.97
7.23,0.0,1.91,0.84,7.83,7.52,236375,8.94,52.99,2.89,17.67,4.35
0.0,0.0,0.0,0.0,,0.0,85238,0.0,0.0,0.0,0.0,
,,,,,,240515,,,,,
0.0,0.0,0.0,0.0,,0.0,31958,0.0,0.0,0.0,0.0,
10.02,0.0,0.0,0.0,,10.92,71315,6.33,67.18,0.0,5.55,0.11
0.0,0.0,1.08,2.63,5.78,0.0,76769,12.0,16.8,57.2,10.28,4.94
0.0,0.0,0.0,0.0,,0.0,102032,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,219482,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,62369,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,55268,0.0,0.0,0.0,0.0,
0.03,0.0,0.0,0.03,8.33,0.0,233828,10.84,72.2,3.94,12.96,6.05
0.0,0.0,0.0,0.0,,0.0,143297,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,161999,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,29897,0.0,0.0,0.0,0.0,
5.64,0.0,0.5,1.2,5.76,1.54,178784,22.61,30.55,5.42,32.54,5.79
13.88,0.0,0.0,4.38,,3.75,197522,5.67,15.93,0.0,56.39,2.46
0.0,0.0,0.0,0.0,,0.0,123704,0.0,0.0,0.0,0.0,
8.35,0.0,0.73,3.45,8.06,4.75,226295,6.72,48.18,2.28,25.54,5.76
0.0,0.0,0.0,0.0,,0.0,221768,0.0,0.0,0.0,0.0,
7.23,0.0,4.06,0.49,10.64,9.07,152315,9.7,49.46,4.77,15.22,5.23
6.51,0.0,1.77,0.7,,6.58,207764,5.93,66.84,1.4,10.27,3.36
0.0,0.0,0.0,0.0,,0.0,175535,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,44423,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,152243,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,146033,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,221363,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,54503,0.0,0.0,0.0,0.0,
4.53,0.0,0.0,5.25,14.07,0.0,68201,21.0,5.66,39.51,24.05,4.76
0.0,0.0,0.0,0.0,,0.0,194021,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,112625,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,88496,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,41093,0.0,0.0,0.0,0.0,
3.24,0.0,0.38,8.04,5.81,3.28,59714,6.44,58.27,3.48,16.88,4.86
0.0,0.0,0.0,0.0,,0.0,56510,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,237356,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,29096,0.0,0.0,0.0,0.0,
1.06,0.0,0.03,0.16,,0.43,206513,4.43,87.93,1.66,4.3,3.04
0.0,0.0,0.0,0.0,,0.0,159038,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.61,8.02,0.0,124604,20.43,49.5,6.22,23.24,5.54
0.0,0.0,0.0,0.0,,0.0,156824,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,244259,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,209150,0.0,0.0,0.0,0.0,
1.69,0.0,0.09,4.16,6.33,0.32,142361,11.98,53.38,8.99,19.39,3.04
0.0,0.0,0.0,0.0,,0.0,240020,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,96731,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,110978,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,150542,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81584,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,129518,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,144215,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,81953,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,251198,0.0,0.0,0.0,0.0,
0.2,0.0,0.22,0.29,,0.06,91403,27.26,49.37,5.83,16.77,1.69
0.0,0.0,0.0,0.0,,0.0,67139,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,143351,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,42479,0.0,0.0,0.0,0.0,
0.99,0.0,0.89,4.44,5.26,1.17,36116,30.02,9.39,46.07,7.03,4.3
0.0,0.0,0.0,0.0,,0.0,148256,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,164564,0.0,0.0,0.0,0.0,
3.53,0.0,1.7,3.23,8.02,0.0,232370,18.89,26.35,41.75,4.55,3.85
2.04,0.0,0.58,0.01,8.01,1.69,230174,10.66,68.22,4.21,12.58,5.87
3.14,0.0,0.89,0.05,,3.39,252908,12.26,57.75,3.6,18.92,4.76
0.0,0.0,0.0,0.0,,0.0,170729,0.0,0.0,0.0,0.0,
36.7,0.0,13.0,0.16,6.66,47.41,56042,0.0,2.73,0.0,0.0,4.27
0.0,0.0,0.0,0.0,,0.0,113030,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,177083,0.0,0.0,0.0,0.0,
2.02,0.0,0.68,0.09,3.11,0.54,36917,1.5,89.78,3.55,1.84,2.86
49.56,0.0,2.97,3.23,5.38,33.16,74267,0.54,0.4,0.0,10.15,3.84
8.87,0.0,1.33,0.48,7.95,4.57,38096,11.21,50.33,6.61,16.61,5.26
0.0,0.0,0.0,0.0,,0.0,228554,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,2.75,6.06,0.0,217934,0.0,97.26,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,157598,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,73934,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,118367,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,252125,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,43595,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,252107,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,194345,0.0,0.0,0.0,0.0,
4.41,0.0,1.65,30.07,6.93,5.43,234512,11.67,21.75,3.29,21.74,4.29
0.0,0.0,0.0,0.0,,0.0,115433,0.0,0.0,0.0,0.0,
17.94,0.0,1.3,12.93,7.14,2.46,221624,13.4,0.46,7.75,43.76,5.22
0.0,0.0,0.0,0.0,,0.0,246320,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102329,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,96281,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,215315,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.37,0.0,146555,12.82,49.37,8.77,29.04,1.66
0.0,0.0,0.0,0.0,,0.0,241820,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,60983,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,113345,0.0,0.0,0.0,0.0,
